Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Average Net Price (Public)_1,Average Net Price (Private)_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3
31402,savannah college of art and design,savannah,GA,12.0,10467.0,1178.0,0.8368,0.623868778281,,45450.0,59670.0,25148.0,42062.0,37700.0,,,,,,,,,,,,,,,,,,,,,,,
31404,savannah state university,savannah,GA,12.0,8336.0,,,0.214102564103,8683.0,,17185.0,28000.0,33514.0,30200.0,,,,,,,,,,,,,,,,,,,,,,,
31405,savannah technical college,savannah,GA,12.0,5222.0,,,0.225468164794,5821.0,,14545.0,3258.0,31724.0,26900.0,,,,,,,,,,,,,,,,,,,,,,,
91103,saybrook university,pasadena,CA,12.0,7614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12305,schenectady county community college,schenectady,NY,13.0,5994.0,,,0.110460251046,5298.0,,13169.0,11049.0,36952.0,31500.0,,,,,,,,,,,,,,,,,,,,,,,
33602,schiller international university,tampa,FL,11.0,,,,0.448275862069,,24840.0,24840.0,35758.0,37387.0,,,,,,,,,,,,,,,,,,,,,,,,
19711,schilling douglas school of hair design,newark,DE,21.0,,,,0.654761904762,,15105.0,,9833.0,23976.0,22700.0,,,,,,,,,,,,,,,,,,,,,,,
60603,school of  art institute of chicago,chicago,IL,11.0,11630.0,,0.7642,0.47465437788,,49822.0,74138.0,27000.0,31846.0,34700.0,,,,,,,,,,,,,,,,,,,,,,,
85250,school of architecture,scottsdale,AZ,12.0,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85250,school of architecture,scottsdale,AZ,12.0,4286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77055,school of automotive machinists&technology,houston,TX,11.0,4968.0,,0.5862,,,26359.0,,9500.0,49678.0,51300.0,,,,,,,,,,,,,,,,,,,,,,,
48846,school of missionary aviation technology,ionia,MI,41.0,,,,,,14994.0,,,52342.0,,,,,,,,,,,,,,,,,,,,,,,,
10458,school of professional horticulture new york botanical garden,bronx,NY,11.0,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010,school of visual arts,new york,NY,11.0,3938.0,1337.0,0.9132,0.684647302905,,58628.0,75016.0,27000.0,41013.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
48152,schoolcraft community college district,livonia,MI,13.0,11264.0,,,0.117882919006,5372.0,,11921.0,10500.0,37762.0,34100.0,,,,,,,,,,,,,,,,,,,,,,,
78028,schreiner university,kerrville,TX,33.0,7575.0,,0.8797,0.441176470588,,20410.0,46294.0,23250.0,47463.0,41100.0,,,,,,,,,,,,,,,,,,,,,,,
14903,schuyler steuben chemung tioga allegany boces,elmira,NY,41.0,,,,0.881720430108,23037.0,,,9500.0,44617.0,30500.0,,,,,,,,,,,,,,,,,,,,,,,
17931,schuylkill technology center,frackville,PA,32.0,,,,0.673913043478,5605.0,,,15275.0,48024.0,34700.0,,,,,,,,,,,,,,,,,,,,,,,
45648,scioto county career technical center,lucasville,OH,42.0,,,,0.8,21355.0,,,5500.0,41082.0,30600.0,,,,,,,,,,,,,,,,,,,,,,,
85256,scottsdale community college,scottsdale,AZ,41.0,10327.0,,,0.162342475908,14380.0,,19682.0,8000.0,44061.0,39600.0,,,,,,,,,,,,,,,,,,,,,,,
85256,scottsdale community college,scottsdale,AZ,41.0,10327.0,,,0.162342475908,14380.0,,19682.0,8000.0,44061.0,39600.0,,,,,,,,,,,,,,,,,,,,,,,
91711,scripps college,claremont,CA,21.0,12586.0,1480.0,0.3394,0.776699029126,,38802.0,83330.0,13500.0,73620.0,48900.0,218,CA,A,111300.0,1154,Suburban,small,"Scripps College is a private women’s liberal arts college in Claremont, Calif., and a member of the Claremont College consortium. Founded in 1926 by journalist and philanthropist Ellen Browning Scripps, the college offers more than 65 majors. Popular majors include biology, psychology, and the social sciences. Just over 1,000 full-time undergraduates attend the college, with more than 40% of students identifying as students of color. Scripps’ 10:1 student-to-faculty ratio allows for specialized learning and has an average class size of 16 students. Research and study abroad programs are also made available to further the academic experience. Scripps boasts a higher percentage of conferred STEM degrees than any other women’s college in the nation. The college hosts more than 30 student organizations, and partners with Claremont McKenna and Harvey Mudd to field more than 10 NCAA Division III teams. Since the 1930s, the Scripps community has held afternoon tea on Wednesdays. Other campus traditions involve each graduating class designing a mural on the Graffiti Wall. Past Scripps students include Oregon attorney general Ellen Rosenblum, Thomas Edison State University president Merodie Hancock, and Margaret Hance, the first female mayor of Phoenix.",scripps-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,6681247.0,100.0,100.0,,,,,,,,
72143,searcy beauty college,searcy,AR,32.0,,,,,,15106.0,,12429.0,18496.0,16200.0,,,,,,,,,,,,,,,,,,,,,,,
72143,searcy beauty college,searcy,AR,32.0,,,,,,15106.0,,12429.0,18496.0,16200.0,,,,,,,,,,,,,,,,,,,,,,,
98122,seattle central college,seattle,WA,11.0,10512.0,,,0.171974522293,6329.0,,15104.0,12000.0,39518.0,33500.0,,,,,,,,,,,,,,,,,,,,,,,
98119,seattle film institute,seattle,WA,11.0,5500.0,,,,,41429.0,47496.0,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,
98108,seattle institute of east asian medicine,seattle,WA,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98119,seattle pacific university,seattle,WA,11.0,9324.0,1191.0,0.9109,0.548104956268,,24820.0,53986.0,24000.0,59612.0,46700.0,415,WA,C,126100.0,3830,Urban,medium,"Seattle Pacific University is a small, private Christian school in Seattle. Founded by the Free Methodist Church, SPU remains strongly religious, practicing a “historically orthodox” and ”clearly Evangelical” Christianity. A year after graduation, 93% of students were working, in graduate school, the military or a volunteer position. SPU is undertaking a drastic effort to become more affordable: the university announced a 25% decrease in tuition for the 2021-22 academic year. The school has attracted attention in 2021 for the board’s hiring policy that is allegedly discriminatory toward LGBTQ+ individuals, leading to a vote of no confidence from the faculty toward leadership. “Survivor” host Jeff Probst and In-N-Out Burger co-founder Esther Snyder both attended SPU.",seattle-pacific-university,Private not-for-profit,Doctoral/Professional Universities,12,14454655.0,100.0,99.0,,,,,,,,
98121,seattle school of ology&psychology,seattle,WA,11.0,6838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98122,seattle university,seattle,WA,11.0,10543.0,1266.0,0.7605,0.727474972191,,34802.0,68633.0,19883.0,72612.0,56100.0,248,WA,C-,139600.0,8089,Urban,medium,"Seattle University in Seattle, Washington, is a private Jesuit university at the intersection of humanity, tech and innovation. The school offers over 60 undergraduate degree programs. Its popular Academic Pathways program allows students to spend up to their first two years exploring disciplines before declaring a major. Students can take advantage of city life in Seattle, as well as outdoor adventures like kayaking, biking and climbing. Four out of five undergraduates engage in community service. The university offers a number of merit awards, including the Sullivan Leadership Award that covers the cost of tuition, housing and dining. ",seattle-university,Private not-for-profit,Doctoral/Professional Universities,10,30576762.0,100.0,100.0,68.8,71.9,60.4,60.4,64.6,58.3,58.3,63.24
78155,seguin beauty school seguin,seguin,TX,31.0,,,,0.571428571429,,17870.0,,9995.0,22410.0,22000.0,,,,,,,,,,,,,,,,,,,,,,,
36701,selma university,selma,AL,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36701,selma university,selma,AL,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11219,seminar lmoros bais yaakov,brooklyn,NY,11.0,,,0.879,0.366071428571,,16480.0,23916.0,,27128.0,20600.0,,,,,,,,,,,,,,,,,,,,,,,
8701,seminary bnos chaim,lakewood,NJ,13.0,5301.0,,0.4342,,,14880.0,22008.0,,,,,,,,,,,,,,,,,,,,,,,,,,
74868,seminole state college,seminole,OK,32.0,5334.0,,,0.258680555556,15328.0,,22868.0,11000.0,33002.0,29100.0,,,,,,,,,,,,,,,,,,,,,,,
32773,seminole state college of florida,sanford,FL,13.0,6871.0,,,0.310699072914,3119.0,,9152.0,11047.0,39621.0,33700.0,,,,,,,,,,,,,,,,,,,,,,,
23320,sentara college of health sciences,chesapeake,VA,11.0,8848.0,,,0.876811594203,,,,19450.0,78797.0,52500.0,,,,,,,,,,,,,,,,,,,,,,,
85281,sessions college for professional design,tempe,AZ,12.0,,,,0.41975308642,,15156.0,21244.0,17813.0,,,,,,,,,,,,,,,,,,,,,,,,,
7079,seton hall university,south orange,NJ,21.0,11051.0,1308.0,0.789,0.635053110774,,28921.0,64996.0,22750.0,67462.0,58300.0,221,NJ,C-,122900.0,10834,Suburban,large,"Seton Hall is a private Roman Catholic research university in South Orange, New Jersey, about 14 miles from Manhattan. There are about 6,000 undergraduate students, who can choosecan choose from more than 90 majors and programs. The school offers 3+3 law options, which include both a bachelor’s degree and a juris doctorate. Biology, finance and nursing are among the most popular programs. The university encourages experiential learning, with over 80% of students completing an internship. All undergraduates receive a laptop to ensure that students have access to the latest technology. Students who meet certain requirements are eligible to own their laptop after graduating. ",seton-hall-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,49494008.0,100.0,100.0,55.6,52.8,59.3,51.9,53.7,31.5,61.1,52.27
15601,seton hill university,greensburg,PA,21.0,8126.0,1186.0,0.7579,0.548837209302,,22558.0,54634.0,27000.0,47063.0,41600.0,,,,,,,,,,,,,,,,,,,,,,,
,sewanee—university of  south,,,,,,,,,,,,,,262,TN,B+,122900.0,1954,Rural,small,"Sewanee — University of the South, commonly known as Sewanee, is a liberal arts institution affiliated with the Episcopal Church that spans 13,000 acres of forests, lakes, meadows and caves in Sewanee, TN. Sewanee offers 38 undergraduate majors, as well as pre-professional programs in business, law and medicine. The most popular majors are economics, English literature and international studies. About 50% of students study abroad in more than 200 programs in all seven continents. Sewanee pledges to fund students’ summer internships and research fellowships to help them secure a job or graduate school enrollment. The university also guarantees students will graduate within four years or be given an additional year of study tuition-free. Sewanee has educated 26 Rhodes Scholars and two dozen Fulbright Scholars. ",sewanee-the-university-of-the-south,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,15819344.0,98.0,97.0,,,,,,,,
67901,seward county community college,liberal,KS,33.0,6473.0,,,0.208480565371,6742.0,,12662.0,6500.0,39330.0,36000.0,,,,,,,,,,,,,,,,,,,,,,,
16146,sharon regional school of nursing,sharon,PA,31.0,,,,,,,,10990.0,61403.0,,,,,,,,,,,,,,,,,,,,,,,,
14615,sharp edgez barber institute,rochester,NY,12.0,,,,0.845070422535,,13475.0,,5476.0,,,,,,,,,,,,,,,,,,,,,,,,,
14217,sharp edgez barber institute   buffalo,buffalo,NY,,,,,0.845070422535,,,,5476.0,,,,,,,,,,,,,,,,,,,,,,,,,
48439,sharps academy of hairstyling,grand blanc,MI,21.0,,,,,,,,,19831.0,,,,,,,,,,,,,,,,,,,,,,,,
96002,shasta bible college and graduate school,redding,CA,13.0,3639.0,,1.0,,,,,,37500.0,,,,,,,,,,,,,,,,,,,,,,,,
96003,shasta college,redding,CA,22.0,10110.0,,,0.034063260341,3743.0,,11881.0,14250.0,36468.0,31500.0,,,,,,,,,,,,,,,,,,,,,,,
96003,shasta school of cosmetology,redding,CA,13.0,,,,0.759259259259,,26582.0,,,26437.0,,,,,,,,,,,,,,,,,,,,,,,,
27601,shaw university,raleigh,NC,11.0,5125.0,,0.3048,0.176029962547,,14083.0,29659.0,32500.0,31522.0,27900.0,,,,,,,,,,,,,,,,,,,,,,,
74801,shawnee beauty college,shawnee,OK,32.0,,,,,,8240.0,,,13252.0,16800.0,,,,,,,,,,,,,,,,,,,,,,,
62992,shawnee community college,ullin,IL,42.0,8200.0,,,0.254777070064,4542.0,,13113.0,,29552.0,25600.0,,,,,,,,,,,,,,,,,,,,,,,
45662,shawnee state university,portsmouth,OH,32.0,7336.0,,,0.284664830119,15389.0,,22190.0,23000.0,37101.0,32500.0,,,,,,,,,,,,,,,,,,,,,,,
1821,shawsheen valley school of practical nursing,billerica,MA,21.0,,,,,20676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14617,shear ego international school of hair design,rochester,NY,21.0,,,,0.792792792793,,32566.0,,6333.0,25436.0,21200.0,,,,,,,,,,,,,,,,,,,,,,,
33614,shear excellence hair academy,tampa,FL,21.0,,,,0.872549019608,,42367.0,,9498.0,21899.0,,,,,,,,,,,,,,,,,,,,,,,,
32225,shear finesse beauty academy,jacksonville,FL,11.0,,,,,,22302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35405,shelton state community college,tuscaloosa,AL,12.0,7216.0,,,0.142857142857,10880.0,,16607.0,,33221.0,27100.0,,,,,,,,,,,,,,,,,,,,,,,
35405,shelton state community college,tuscaloosa,AL,12.0,7216.0,,,0.142857142857,10880.0,,16607.0,,33221.0,27100.0,,,,,,,,,,,,,,,,,,,,,,,
22601,shenandoah university,winchester,VA,13.0,8377.0,,0.7784,0.527027027027,,30055.0,50500.0,25000.0,52579.0,44600.0,,,,,,,,,,,,,,,,40.9,75.0,60.6,65.2,69.7,65.2,75.8,64.63
,shepherd college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,46.4,42.9,54.8,47.6,35.7,45.2,42.69
25443,shepherd university,shepherdstown,WV,41.0,7679.0,1022.0,0.9565,0.42774566474,12391.0,,19863.0,21600.0,47170.0,38900.0,,,,,,,,,,,,,,,,,,,,,,,
53182,shepherds college,union grove,WI,31.0,,,0.5833,,,24235.0,,19000.0,,,,,,,,,,,,,,,,,,,,,,,,,
27518,shepherds ological seminary,cary,NC,12.0,6845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33021,sheridan technical college,hollywood,FL,21.0,,,,0.579908675799,8663.0,,,,34056.0,30700.0,,,,,,,,,,,,,,,,,,,,,,,
29316,sherman college of chiropractic,spartanburg,SC,22.0,7629.0,,,,,,,,,45900.0,,,,,,,,,,,,,,,,,,,,,,,
17257,shippensburg university of pennsylvania,shippensburg,PA,31.0,11443.0,1090.0,0.8555,0.510992275698,23553.0,,29480.0,25000.0,50617.0,42200.0,,,,,,,,,,,,,,,,,,,,,,,
11559,shor yoshuv rabbinical college,lawrence,NY,21.0,5463.0,,,,,11600.0,16500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8234,shore beauty school,egg harbor township,NJ,21.0,,,,0.655462184874,,21578.0,,6333.0,20543.0,19800.0,,,,,,,,,,,,,,,,,,,,,,,
98133,shoreline community college,shoreline,WA,21.0,7974.0,,,0.203033838973,10116.0,,18499.0,12021.0,45648.0,42700.0,,,,,,,,,,,,,,,,,,,,,,,
98108,shoreline community college   cnc machinists program  georgetown ssc,seattle,WA,,,,,0.203033838973,,,,12021.0,45648.0,42700.0,,,,,,,,,,,,,,,,,,,,,,,
98195,shoreline community college   dental hygiene,seattle,WA,,,,,0.203033838973,,,,12021.0,45648.0,42700.0,,,,,,,,,,,,,,,,,,,,,,,
72114,shorter college,n little rock,AR,13.0,4333.0,,,0.159722222222,,12993.0,18713.0,29500.0,14679.0,,,,,,,,,,,,,,,,,,,,,,,,
72114,shorter college,n little rock,AR,13.0,4333.0,,,0.159722222222,,12993.0,18713.0,29500.0,14679.0,,,,,,,,,,,,,,,,,,,,,,,,
30165,shorter university,rome,GA,13.0,4903.0,1075.0,0.9693,0.437743190661,,16286.0,34985.0,25000.0,43939.0,42800.0,,,,,,,,,,,,,,,,,,,,,,,
12211,siena college,loudonville,NY,21.0,9389.0,1238.0,0.7057,0.721052631579,,32697.0,62329.0,26561.0,66308.0,54400.0,372,NY,C,122600.0,3817,Suburban,medium,"Siena is a private college in Loudonville, NY, whose teachings are rooted in a Franciscan, liberal arts tradition. Siena offers almost 40 majors. Popular programs include marketing, psychology and accounting. As part of its core curriculum, students take courses in Franciscan heritage, diversity, social justice and nature. About 70% of students take part in hands-on experiences, like research and internships. The Stewarts Advanced Instrumentation and Technology Center, or SAInT Center, partners students with leaders in scientific instrumentation to provide training, research and educational opportunities. There are more than 100 student organizations at Siena, including Division I sports, but no Greek life. On average, “Saints” receive $23,000 from Siena. Students are automatically considered for academic scholarships. The Saint Francis Scholarship awards up to $12,000 over four years and is for residents from New York and border states. About 90% of recent graduates are employed or continuing their education.",siena-college,Private not-for-profit,Master's Colleges & Universities: Small Programs,13,30880778.0,99.0,98.0,,,,,,,,
49221,siena heights university,adrian,MI,32.0,6735.0,1033.0,0.6656,0.666666666667,,17185.0,42802.0,18750.0,54441.0,43800.0,,,,,,,,,,,,,,,,,,,,,,,
89701,sierra academy of style,carson city,NV,13.0,,,,,,12678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95677,sierra college,rocklin,CA,21.0,9055.0,,,0.025761973875,4462.0,,12628.0,10500.0,40439.0,34300.0,,,,,,,,,,,,,,,,,,,,,,,
95340,sierra college of beauty,merced,CA,13.0,,,,0.588235294118,,11519.0,,,20222.0,14600.0,,,,,,,,,,,,,,,,,,,,,,,
2302,signature healthcare brockton hospital school of nursing,brockton,MA,21.0,,,0.5217,0.741935483871,,25162.0,,20000.0,,58500.0,,,,,,,,,,,,,,,,,,,,,,,
40203,simmons college of kentucky,louisville,KY,11.0,4131.0,,0.9821,0.136363636364,,19960.0,25981.0,,22609.0,,,,,,,,,,,,,,,,,,,,,,,,
2115,simmons university,boston,MA,11.0,8463.0,1332.0,0.66,0.494758909853,,27313.0,63512.0,24840.0,59301.0,52400.0,465,MA,D,107600.0,6957,Urban,medium,"Simmons University offers a prestigious undergraduate education for women and coeducational graduate programs. At the private liberal arts school in Boston, MA, 72% of full-time faculty members are women. There are about 60 undergraduate majors at Simmons, including 13 accelerated graduate programs, such as public policy, library and information science, and engineering. A large portion of the student body pursues nursing; exercise science and communications are also popular programs.  Simmons offers more than 90 study abroad experiences, including year- and semester-long programs and internships. All first-year students receive some form of financial assistance. Applicants are automatically considered for merit scholarships of up to $27,000, and transfer student scholarships range from $7,000 to $17,000.  Students take part in many annual traditions, such as the Simmons Soiree formal and Shark Week recreational events.",simmons-college,Private not-for-profit,Doctoral/Professional Universities,7,14788858.0,100.0,100.0,,,,,,,,
50125,simpson college,indianola,IA,31.0,6901.0,1410.0,0.8888,0.707571801567,,22231.0,58937.0,26000.0,50552.0,46200.0,,,,,,,,,,,,,,,,,,,,,,,
96003,simpson university,redding,CA,13.0,7441.0,,0.9903,0.62101910828,,27923.0,52366.0,18750.0,52259.0,38000.0,,,,,,,,,,,,,,,,,,,,,,,
45402,sinclair community college,dayton,OH,12.0,8315.0,,,0.144373673036,5741.0,,10381.0,12000.0,35083.0,30300.0,,,,,,,,,,,,,,,,,,,,,,,
57555,sinte gleska university,mission,SD,43.0,4699.0,,,,7075.0,,15533.0,,25218.0,18900.0,,,,,,,,,,,,,,,,,,,,,,,
57262,sisseton wahpeton college,sisseton,SD,43.0,5427.0,,,,3050.0,,9887.0,,28455.0,19200.0,,,,,,,,,,,,,,,,,,,,,,,
5302,sit graduate institute,brattleboro,VT,41.0,7063.0,,,,,,,,,52300.0,,,,,,,,,,,,,,,,,,,,,,,
58538,sitting bull college,fort yates,ND,43.0,6749.0,,,,3455.0,,9847.0,,29073.0,17600.0,,,,,,,,,,,,,,,,,,,,,,,
98273,skagit valley college,mount vernon,WA,13.0,9481.0,,,0.338983050847,6116.0,,14326.0,13805.0,41294.0,35100.0,,,,,,,,,,,,,,,,,,,,,,,
12866,skidmore college,saratoga springs,NY,23.0,10697.0,1388.0,0.2292,0.873417721519,,34581.0,81890.0,19500.0,59421.0,52300.0,122,NY,B,124000.0,2801,Suburban,small,"Skidmore College is a liberal arts school that sits on 1,200 acres in Saratoga Springs, N.Y. The college has around 2,700 enrolled students and offers courses from more than 40 majors. The most popular majors are business, english, and psychology. To deepen the academic experience, more than half of students study abroad and choose from 120 programs in 45 countries. 20% of Skidmore students participate in research while 85% of students complete an internship. Small class sizes allow for specialized learning, thanks to the university’s 8:1 student-faculty ratio. Skidmore boasts a thriving student life, with about 90% of students residing on campus. Skidmore offers around 120 student clubs and organizations, fields 19 varsity teams, and is a founding member of the Liberty League athletic conference. Campus-wide traditions include Chicken Finger Fridays and the “Big Green Scream.” Several Skidmore College graduates became well-respected figures in the arts, including fashion editor Grace Mirabella, artist Arline Fisch, and choreographer Sybil Shearer.",skidmore-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,18527747.0,65.0,56.0,,,,,,,,
63126,skin institute,saint louis,MO,21.0,,,,,,15336.0,,,36094.0,,,,,,,,,,,,,,,,,,,,,,,,
84094,skin science institute,sandy,UT,21.0,,,,0.830508474576,,18040.0,,7667.0,27128.0,,,,,,,,,,,,,,,,,,,,,,,,
84115,skinworks school of advanced skincare,salt lake city,UT,21.0,,,,,,26352.0,,6333.0,31515.0,,,,,,,,,,,,,,,,,,,,,,,,
94066,skyline college,san bruno,CA,21.0,11722.0,,,0.080931263858,-1180.0,,10461.0,,49408.0,41800.0,,,,,,,,,,,,,,,,,,,,,,,
16057,slippery rock university of pennsylvania,slippery rock,PA,32.0,10392.0,1086.0,0.7462,0.631416837782,19524.0,,24781.0,25000.0,49185.0,40900.0,,,,,,,,,,,,,,,,,,,,,,,
90010,smith chason college,los angeles,CA,11.0,10238.0,,,0.648556876061,,34402.0,37295.0,21397.0,54368.0,53100.0,,,,,,,,,,,,,,,,,,,,,,,
1063,smith college,northampton,MA,13.0,12787.0,1480.0,0.1973,0.89512195122,,26181.0,82134.0,17550.0,57322.0,43500.0,135,MA,A-,119900.0,3265,Suburban,medium,"Smith College in Northampton, Mass. is one of the largest women’s colleges in the country and a member of the Five Colleges consortium, a partnership between five other institutions in the state. While the college’s undergraduate studies remain exclusive to women, Smith also provides a coeducational experience at the graduate level. A private liberal arts institution, Smith offers 50 areas of study with more than 1,000 courses. Some of the most popular majors at Smith include economics, psychology, biology, and government. Applied learning options extend to each student to deepen their knowledge through leadership, internship, and service opportunities. While the undergraduate cost of attendance surpasses $85,000 per year, in 2022 the college replaced loans for grants in its financial aid packages for need-based applicants. Most undergraduates are expected to live on campus for four years. Smith offers from more than 140 clubs and organizations on campus and every student is a member of the college’s Student Government Association. Two former U.S. first ladies, Nancy Reagan and Barbara Bush, attended Smith College.",smith-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,21165961.0,74.0,64.0,91.1,85.7,81.0,90.5,90.5,73.8,92.9,86.5
35957,snead state community college,boaz,AL,32.0,7673.0,,,0.268321513002,6369.0,,12583.0,9000.0,33915.0,29800.0,,,,,,,,,,,,,,,,,,,,,,,
35957,snead state community college,boaz,AL,32.0,7673.0,,,0.268321513002,6369.0,,12583.0,9000.0,33915.0,29800.0,,,,,,,,,,,,,,,,,,,,,,,
84627,snow college,ephraim,UT,33.0,7889.0,,,0.237774030354,6071.0,,12190.0,7000.0,38474.0,34000.0,,,,,,,,,,,,,,,,,,,,,,,
84701,snow college richfield campus,richfield,UT,,,,,0.237774030354,,,,7000.0,38474.0,34000.0,,,,,,,,,,,,,,,,,,,,,,,
10022,sobys institute of art ny,new york,NY,11.0,6906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94303,sofia university,palo alto,CA,13.0,6774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51501,soho hair academy,council bluffs,IA,21.0,,,,0.620689655172,,11765.0,,9425.0,25197.0,16000.0,,,,,,,,,,,,,,,,,,,,,,,
92656,soka university of america,aliso viejo,CA,21.0,13188.0,1360.0,0.6952,,,21446.0,52758.0,15650.0,48195.0,,340,CA,,,450,Suburban,small,"Soka University of America is a private liberal arts college in Orange County, CA, founded on the Buddhist principles of peace, human rights and the sanctity of life. Students earn a BA in the liberal arts, with concentrations including environmental studies, humanities, international studies, life sciences, and social and behavioral sciences. Soka boasts intimate class sizes and a low student-to-faculty ratio of 8-to-1. International students make up over half of the student body. Undergraduates are required to study abroad in their language of study for a semester during their third year at no extra cost. Students whose family’s annual income is less than $60,000 will receive the Soka Opportunity Grant, which covers up to full tuition. Soka also offers a number of merit scholarships providing up to the cost of attendance.",soka-university-of-america,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,4548610.0,100.0,100.0,,,,,,,,
94534,solano community college,fairfield,CA,22.0,11108.0,,,0.047385620915,3869.0,,11440.0,12000.0,38959.0,34600.0,,,,,,,,,,,,,,,,,,,,,,,
60604,soma institute  national school of clinical massage rapy,chicago,IL,11.0,,,,0.677852348993,,,,7916.0,31127.0,30400.0,,,,,,,,,,,,,,,,,,,,,,,
42501,somerset community college,somerset,KY,33.0,5534.0,,,0.2,3913.0,,12464.0,12215.0,29403.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
15501,somerset county technology center,somerset,PA,41.0,,,,,16620.0,,,,37174.0,,,,,,,,,,,,,,,,,,,,,,,,
94928,sonoma state university,rohnert park,CA,21.0,11609.0,,0.9473,0.606295149639,13801.0,,24739.0,16705.0,61137.0,46600.0,168,CA,,119500.0,8173,Suburban,medium,"Sonoma State University is a public university located 45 miles north of San Francisco. The school enrolls about 7,000 students. More than a third of undergraduates are Hispanic or Latinx, qualifying Sonoma State as a Hispanic-serving institution. Business administration, psychology, biology, nursing and kinesiology are among the most popular majors. Sonoma State is home to the Wine Business Institute, one of the only such programs in the country. The school’s library is housed in the Jean and Charles Schulz Information Center. The building’s namesake is the creator of “Peanuts” comics. A five-foot statue of ​​”Peanuts” character Lucy guards the building. Michelin-Star chef Nancy Silverton and Pro Football Hall of Famer Larry Allen are both Sonoma State alumni.",sonoma-state-university,Public,Master's Colleges & Universities: Larger Programs,18,4510386.0,81.0,77.0,51.1,75.0,77.8,85.6,83.3,56.7,78.9,72.63
85281,sonoran desert institute,tempe,AZ,12.0,4606.0,,,0.483333333333,,19921.0,23864.0,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,
85282,sonoran university of health sciences,tempe,AZ,12.0,6623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71603,souast arkansas college,pine bluff,AR,32.0,5108.0,,,0.127272727273,11185.0,,15876.0,8600.0,29703.0,27600.0,,,,,,,,,,,,,,,,,,,,,,,
71603,souast arkansas college,pine bluff,AR,32.0,5108.0,,,0.127272727273,11185.0,,15876.0,8600.0,29703.0,27600.0,,,,,,,,,,,,,,,,,,,,,,,
68510,souast community college area,lincoln,NE,11.0,6576.0,,,0.298072613178,8470.0,,12319.0,11000.0,41041.0,36800.0,,,,,,,,,,,,,,,,,,,,,,,
40823,souast kentucky community&technical college,cumberland,KY,43.0,5722.0,,,0.266922094508,3537.0,,12431.0,6919.0,29523.0,25800.0,,,,,,,,,,,,,,,,,,,,,,,
63703,souast missouri hospital college of nursing and health sciences,cape girardeau,MO,13.0,6194.0,1020.0,1.0,0.692307692308,,25189.0,27592.0,11500.0,63997.0,51800.0,,,,,,,,,,,,,,,,,,,,,,,
63701,souast missouri state university,cape girardeau,MO,13.0,8375.0,1018.0,0.785,0.419307654803,14532.0,,23337.0,21500.0,42027.0,35300.0,,,,,,,,,,,,,,,,33.3,56.3,54.2,54.2,60.4,52.1,54.2,52.1
88220,souast new mexico college,carlsbad,NM,41.0,8882.0,,,,4821.0,,11794.0,,,,,,,,,,,,,,,,,,,,,,,,,,
57107,souast technical college,sioux falls,SD,12.0,7154.0,,,0.476253298153,17165.0,,20880.0,12000.0,46398.0,38100.0,,,,,,,,,,,,,,,,,,,,,,,
