Zip Code,School Name,City,State,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Type
85323,universal technical institute of arizona inc motorcycle mechanics institute division,avondale,AZ,21.0,5768.0,,,0.675300063171,,21925.0,,13097.0,46267.0,38600.0,Private
86556,dine college,tsaile,AZ,43.0,6503.0,,,0.073964497041,10218.0,,13872.0,,26817.0,22500.0,Public
86011,norrn arizona university,flagstaff,AZ,13.0,9585.0,,0.9095,0.532272456871,14922.0,,29495.0,19000.0,51271.0,40900.0,Public
86025,northland pioneer college,holbrook,AZ,43.0,7265.0,,,0.159029649596,9251.0,,14174.0,,30543.0,24600.0,Public
85013,phoenix college,phoenix,AZ,11.0,9778.0,,,0.08407079646,11728.0,,18033.0,6750.0,38024.0,33300.0,Public
85709,pima community college,tucson,AZ,11.0,8373.0,,,0.177364864865,3123.0,,8916.0,7000.0,37341.0,32100.0,Public
85712,pima medical institute tucson,tucson,AZ,11.0,5787.0,,,0.692735703246,,,,9500.0,38155.0,29800.0,
87110,pima medical institute albuquerque,albuquerque,NM,11.0,5996.0,,,0.8,,20348.0,,5500.0,32409.0,,Private
86301,prescott college,prescott,AZ,13.0,5813.0,,0.9857,0.330357142857,,20906.0,47228.0,16300.0,39496.0,30700.0,Private
85034,refrigeration school inc,phoenix,AZ,11.0,4742.0,,,0.661224489796,,25300.0,,8233.0,47384.0,39700.0,Private
85281,rio salado college,tempe,AZ,12.0,7264.0,,,0.034952813702,8764.0,,13740.0,9500.0,35718.0,38000.0,Public
85007,roberto venn school of luthiery,phoenix,AZ,11.0,,,,,,25894.0,,,35057.0,,Private
85256,scottsdale community college,scottsdale,AZ,41.0,10327.0,,,0.162342475908,14380.0,,19682.0,8000.0,44061.0,39600.0,Public
85042,south mountain community college,phoenix,AZ,11.0,10288.0,,,0.011162790698,11942.0,,17872.0,8000.0,37696.0,31500.0,Public
85306,arizona christian university,glendale,AZ,21.0,5432.0,,0.7442,0.296296296296,,32383.0,50950.0,23000.0,46781.0,31900.0,Private
85323,universal technical institute of arizona inc,avondale,AZ,21.0,5966.0,,,0.664917069074,,27139.0,,13124.0,52777.0,43000.0,Private
86301,yavapai college,prescott,AZ,13.0,8423.0,,,0.185633575464,6355.0,,12642.0,9000.0,38338.0,31100.0,Public
72204,university of arkansas little rock,little rock,AR,12.0,7892.0,1049.0,0.5774,0.289168765743,16136.0,,21013.0,22000.0,42786.0,36900.0,Public
72205,university of arkansas for medical sciences,little rock,AR,12.0,9461.0,,,0.745,,,,14000.0,71116.0,70700.0,
72202,arkansas baptist college,little rock,AR,12.0,4972.0,,,0.078651685393,,11139.0,22626.0,25375.0,26637.0,23700.0,Private
72209,arkansas beauty school little rock,little rock,AR,12.0,,,,0.370967741935,,24060.0,,6333.0,13231.0,,Private
72801,arkansas beauty college,russellville,AR,33.0,,,,,,11898.0,,,,,Private
72501,lyon college,batesville,AR,33.0,6017.0,,0.6554,0.082474226804,,22670.0,44943.0,21500.0,42733.0,40800.0,Private
72114,arkansas technical school,north little rock,AR,13.0,,,,0.391304347826,,35353.0,,16500.0,20235.0,22400.0,Private
72701,university of arkansas,fayetteville,AR,13.0,10492.0,1174.0,0.7167,0.547314578005,17525.0,,26161.0,21500.0,54333.0,46900.0,Public
71601,university of arkansas pine bluff,pine bluff,AR,32.0,6100.0,916.0,0.5754,0.345297029703,11679.0,,20907.0,24202.0,33831.0,28100.0,Public
72012,arkansas state university beebe,beebe,AR,31.0,5300.0,,,0.353971962617,8652.0,,14799.0,8093.0,32713.0,31600.0,Public
72401,arkansas state university,jonesboro,AR,13.0,7601.0,1119.0,0.6967,0.396875,13085.0,,22823.0,20500.0,40605.0,35100.0,Public
72801,arkansas tech university,russellville,AR,33.0,6868.0,1050.0,0.9629,0.390804597701,12171.0,,21536.0,21000.0,40016.0,36100.0,Public
71656,university of arkansas monticello,monticello,AR,33.0,5921.0,,,0.209003215434,14013.0,,20741.0,19971.0,32946.0,30400.0,Public
72076,arthurs beauty college,jacksonville,AR,21.0,,,,0.509090909091,,12008.0,,9833.0,23123.0,19000.0,Private
72210,baptist health college little rock,little rock,AR,12.0,7869.0,980.0,1.0,0.732441471572,,34755.0,37054.0,10000.0,61333.0,47400.0,Private
72455,black river technical college,pocahontas,AR,32.0,5015.0,,,0.276231263383,6053.0,,14624.0,9500.0,31569.0,26800.0,Public
72035,university of central arkansas,conway,AR,13.0,7396.0,1117.0,0.9047,0.391435986159,16775.0,,24265.0,20346.0,42426.0,37500.0,Public
72034,central baptist college,conway,AR,13.0,5363.0,1022.0,0.4636,0.203619909502,,16664.0,27468.0,22250.0,42350.0,37600.0,Private
71832,cossatot community college of  university of arkansas,de queen,AR,33.0,5331.0,,,0.483739837398,5200.0,,11738.0,,32694.0,27500.0,Public
72450,crowleys ridge college,paragould,AR,41.0,5603.0,,,0.272727272727,,17236.0,25817.0,26228.0,36442.0,31800.0,Private
72335,east arkansas community college,forrest city,AR,32.0,5369.0,,,0.325657894737,6769.0,,13028.0,6000.0,27892.0,25600.0,Public
72117,paul mitchell  school little rock,north little rock,AR,13.0,,,,0.636678200692,,14508.0,,10725.0,23559.0,,Private
71913,national park college,hot springs,AR,23.0,5465.0,,,0.269727403156,11442.0,,17994.0,10500.0,29539.0,26600.0,Public
72503,university of arkansas community college batesville,batesville,AR,33.0,5087.0,,,0.13734939759,9359.0,,16591.0,10250.0,30945.0,29900.0,Public
72149,harding university,searcy,AR,32.0,7813.0,1187.0,1.0,0.586021505376,,20579.0,36385.0,26500.0,48980.0,42700.0,Private
71999,henderson state university,arkadelphia,AR,32.0,6756.0,,0.8192,0.33686440678,16929.0,,25946.0,19500.0,39423.0,35000.0,Public
72032,hendrix college,conway,AR,13.0,8264.0,1336.0,0.5298,0.619402985075,,23409.0,52396.0,26688.0,46451.0,41300.0,Private
71901,hot springs beauty college,hot springs,AR,13.0,,,,0.411764705882,,10792.0,,9700.0,16502.0,,Private
71603,jefferson regional school of nursing,pine bluff,AR,32.0,7328.0,,,0.75,,,,12000.0,68062.0,,
72761,john brown university,siloam springs,AR,32.0,7473.0,1222.0,0.6764,0.626146788991,,21144.0,43260.0,21250.0,49481.0,51800.0,Private
72764,career academy of hair design,springdale,AR,13.0,,,,0.552486187845,,13563.0,,6365.0,18604.0,,Private
72901,academy of salon and spa,fort smith,AR,13.0,,,,,,14155.0,,4833.0,23379.0,,Private
72301,arkansas state university mid south,west memphis,AR,21.0,4466.0,,,0.105392156863,3558.0,,12556.0,,29840.0,23700.0,Public
72316,arkansas norastern college,blytheville,AR,33.0,5136.0,,,0.322580645161,5144.0,,12037.0,,31416.0,26700.0,Public
72114,new tyler barber college inc,north little rock,AR,13.0,,,,0.710526315789,,14499.0,,,15275.0,18500.0,Private
72601,north arkansas college,harrison,AR,33.0,5146.0,,,0.365351629503,10146.0,,16367.0,9000.0,32639.0,28500.0,Public
72764,northwest technical institute,springdale,AR,13.0,,,,0.696,11212.0,,16032.0,,40780.0,26400.0,Public
71998,ouachita baptist university,arkadelphia,AR,32.0,6973.0,1212.0,0.6852,0.626062322946,,22355.0,45132.0,21050.0,47024.0,38900.0,Private
72104,arkansas state university three rivers,malvern,AR,31.0,4689.0,,,0.203333333333,7520.0,,12748.0,10250.0,35474.0,27000.0,Public
72556,ozarka college,melbourne,AR,43.0,4861.0,,,0.03664921466,4396.0,,11461.0,9818.0,27812.0,25800.0,Public
72830,university of  ozarks,clarksville,AR,33.0,6861.0,1088.0,0.5814,0.405405405405,,13630.0,35391.0,20875.0,40760.0,36500.0,Private
72110,university of arkansas community college morrilton,morrilton,AR,32.0,5529.0,1020.0,1.0,0.240648379052,11718.0,,17345.0,10315.0,34413.0,30900.0,Public
72202,philander smith university,little rock,AR,12.0,6137.0,,,0.258426966292,,15360.0,26729.0,24736.0,31824.0,26500.0,Private
72342,phillips community college of  university of arkansas,helena,AR,33.0,5261.0,,,0.265780730897,5420.0,,11778.0,,28134.0,23500.0,Public
71603,souast arkansas college,pine bluff,AR,32.0,5108.0,,,0.127272727273,11185.0,,15876.0,8600.0,29703.0,27600.0,Public
71730,university of aestics&cosmetology,el dorado,AR,33.0,,,,,,12331.0,,9833.0,20044.0,,Private
72118,university of arkansas pulaski technical college,north little rock,AR,13.0,5296.0,,,0.199570815451,15000.0,,21096.0,12080.0,30455.0,28100.0,Public
71801,university of arkansas hope texarkana,hope,AR,32.0,5076.0,,,,8210.0,,13787.0,,31614.0,29100.0,Public
71953,university of arkansas community college rich mountain,mena,AR,33.0,4261.0,,,0.33971291866,4914.0,,12933.0,6500.0,28737.0,23200.0,Public
72703,paul mitchell  school arkansas,fayetteville,AR,13.0,,,,0.714285714286,,15309.0,,9833.0,19785.0,24700.0,Private
72143,searcy beauty college,searcy,AR,32.0,,,,,,15106.0,,12429.0,18496.0,16200.0,Private
72114,shorter college,n little rock,AR,13.0,4333.0,,,0.159722222222,,12993.0,18713.0,29500.0,14679.0,,Private
72476,williams baptist university,walnut ridge,AR,42.0,5488.0,1018.0,0.5888,0.341935483871,,15875.0,32222.0,21820.0,38828.0,32200.0,Private
71731,south arkansas college,el dorado,AR,33.0,5125.0,,,0.322352941176,6235.0,,12138.0,11153.0,32330.0,30300.0,Public
71753,sourn arkansas university main campus,magnolia,AR,33.0,7371.0,1050.0,0.6659,0.392094017094,15944.0,,24721.0,18750.0,40383.0,37800.0,Public
71701,sourn arkansas university tech,camden,AR,42.0,4515.0,,,0.371428571429,5895.0,,16488.0,6000.0,34767.0,28300.0,Public
72202,velvatex college of beauty culture,little rock,AR,12.0,,,,0.5,,10042.0,,,20903.0,,Private
72913,university of arkansas fort smith,fort smith,AR,13.0,7228.0,1050.0,0.8147,0.283519553073,10097.0,,18052.0,18250.0,37858.0,34700.0,Public
94105,academy of art university,san francisco,CA,11.0,8256.0,,,0.100392841554,,39778.0,47195.0,31000.0,35980.0,38000.0,Private
94612,academy of chinese culture and health sciences,oakland,CA,11.0,,,,,,,,,,,
94501,college of alameda,alameda,CA,21.0,11579.0,,,0.087071240106,9280.0,,17578.0,,40809.0,33600.0,Public
93454,allan hancock college,santa maria,CA,12.0,9403.0,,,0.041214750542,4638.0,,11544.0,,37963.0,32100.0,Public
90028,american academy of dramatic arts los angeles,los angeles,CA,11.0,6749.0,,0.8968,0.755319148936,,40991.0,55265.0,12000.0,25632.0,29100.0,Private
94704,berkeley school of ology,berkeley,CA,12.0,7118.0,,0.6296,,,,,,,,
90027,american film institute conservatory,los angeles,CA,11.0,10209.0,,,,,,,,,,
91790,american beauty college,west covina,CA,21.0,,,,0.65671641791,,24076.0,,5430.0,20899.0,19700.0,Private
90004,american career college los angeles,los angeles,CA,11.0,7007.0,,,0.744615384615,,27508.0,,9500.0,38121.0,31300.0,Private
95841,american river college,sacramento,CA,21.0,10991.0,,,0.052090975789,4628.0,,12986.0,9625.0,36795.0,33000.0,Public
