Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3,Average Net Price_1
98447,pacific luran university,tacoma,WA,21.0,8856.0,1152.0,0.8053,0.670788253478,62921.0,22578.0,60142.0,45900.0,233,WA,D,120600.0,3116,Suburban,medium,"Pacific Lutheran University in Tacoma, WA is a private Lutheran university that encourages inquiry and civic engagement.  Students can choose from almost 40 majors. Popular programs include business administration, nursing and kinesiology.  PLU aims to cultivate a community that is globally and civically engaged—half of students study abroad, and over 70% of students volunteer.  All freshmen are considered for PLU Academic Scholarships, ranging from $5,000 to $25,000 annually. The university also has a number of full-tuition scholarships, including the Regents’ Scholarships and the 253 PLU Bound Scholarship for Washington high school students. The PLU Pledge helps repay loans if the student is making less than $50,000 annually.  Approximately 90% of students are employed or in graduate school within six months of graduating, and the university has produced over 100 Fulbright scholars since 1975.",pacific-lutheran-university,Private not-for-profit,Master's Colleges & Universities: Medium Programs,11,18472560.0,100.0,99.0,51.5,75.0,54.5,60.6,81.8,57.6,66.7,63.96,21370.0
90263,pepperdine university,malibu,CA,21.0,13919.0,1367.0,0.4985,0.695652173913,85202.0,23510.0,72056.0,72200.0,125,CA,B-,123400.0,12642,Suburban,large,"Overlooking the Pacific Ocean is Pepperdine University, a private liberal arts school known for its scenic location in Malibu, Calif., and its Christian-focused culture. Pepperdine offers more than 40 majors in its undergraduate school, Seaver College. Many students at the college complete degrees in business administration, psychology, and international studies. Average class sizes have fewer than 20 students, allowing for specialized attention. The estimated undergraduate cost of attendance exceeds $90,000 for the 2023-2024 academic year. The university indicates that because admission is already highly competitive, certain scholarships are often a reflection of the school’s selective nature. Pepperdine does, however, award several other financial aid packages to its high-caliber students. Pepperdine is home to more than 100 student clubs, as well as 13 fraternities and sororities. 74% of undergraduates live on campus. The Pepperdine Waves sponsor 17 NCAA Division I varsity teams. “Songfest”, the school’s longest-running student tradition allows hundreds of students to perform in a 12-minute musical production and showcase their theatrical side. Many Pepperdine graduates have gone on to become big stars in entertainment, including actresses and sisters Tia and ​​Tamera Mowry, and grammy nominated artist Montell Jordan.",pepperdine-university,Private not-for-profit,Doctoral/Professional Universities,13,31215688.0,95.0,94.0,77.0,76.3,70.0,84.2,77.5,56.7,91.0,76.1,45409.0
91711,pomona college,claremont,CA,21.0,14385.0,1520.0,0.0676,0.919463087248,81196.0,11782.0,68385.0,66900.0,37,CA,A+,138900.0,1821,Suburban,small,"Pomona College in Claremont, Calif. is one of the nation’s top liberal arts schools and is the oldest member of the Claremont Colleges system. With just over 1,700 students, Pomona prides itself on small class sizes that average only around 15 students. The university’s 8 to 1 student-to-faculty ratio allows for specialized training from faculty. The college offers nearly 50 majors, with popular majors including economics, math, and computer science. Over half of the students participate in research with faculty, and about half of students take part in an off-campus study program before they graduate. Pomona College’s endowment was valued at $3.0 billion in 2021. Nearly all students live on campus at one of the 14 residential halls. Students can choose from more than 200 student clubs and organizations, or join the 20% of students that play on Pomona’s 21 varsity teams. Pomona’s annual Ski-Beach Day is part of student tradition, where students visit nearby ski slopes that morning and then spend the same afternoon by the beach with a coastal cookout. Pomona counts numerous distinguished alumni across many disciplines, including Tony award-winning playwright George C. Wolfe, Nobel Prize-winning biochemist Jennifer Doudna and civil rights activist Myrlie Evers-Williams. ",pomona-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,12321595.0,55.0,47.0,80.0,77.8,77.8,70.4,74.1,74.1,64.8,74.14,19424.0
8544,princeton university,princeton,NJ,13.0,24017.0,1535.0,0.045,0.886850152905,80440.0,10320.0,112152.0,92400.0,1,NJ,A-,189400.0,8631,Urban,medium,"Princeton University is a private Ivy League research university located in Princeton, New Jersey. As the fourth oldest college in the United States, Princeton has a deep history that spans 276 years. The university offers 37 degree concentrations and over 50 interdepartmental certificate programs, with some of the most popular majors being social sciences, engineering, public administration, and social service professions. Princeton provides generous financial aid, covering 100% of tuition and housing for families earning up to $65,000 for the class of 2026. In 2022, Princeton reported an endowment valued at $35.8 billion to help fund university-wide research, service programs, and financial aid to help students graduate debt free. Campus traditions allow Ivy League sports rivalries to live on—students celebrate defeating Harvard and Yale in the same season by creating a bonfire by burning crates decorated with the rival team’s colors and logos. Keeping with tradition, students conclude the end of each course with a round of applause in appreciation to the professor once the final lecture is given, writes Amélie Lemay, who described her 2021 freshman semester at Princeton University. ",princeton-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,5,46996888.0,62.0,61.0,92.8,79.3,91.3,92.0,77.5,72.0,90.6,85.07,10555.0
47907,purdue university,west lafayette,IN,13.0,14107.0,1342.0,0.503,0.711170341653,22567.0,19500.0,66951.0,55700.0,63,IN,,126300.0,54814,Urban,large,"Purdue University is a public research institution with its flagship campus in West Lafayette, Ind. Additional system-wide locations include its Fort Wayne and Indianapolis campuses. Purdue puts a strong emphasis on STEM, particularly through its engineering, nursing, and pharmacy programs, and offers 6,700 courses with 200 specializations. For 25 years, Purdue has had among the largest undergraduate engineering enrollment in the country. Making up a strong majority of the student population is undergraduate students, who account for 75 percent of the university’s total enrollment of over 41,000 students. As a member of the Big Ten conference, the Boilermakers show off their school spirit in the stands. Traditions often include bringing out the big bass drum, displaying the Old Oaken Bucket, or joining in to sing Purdue's official fight song. Notable figures include U.S. astronaut Neil Armstrong and Orville Redenbacher, the businessman behind the popular popcorn brand. ",purdue-university,Public,Doctoral Universities: Very High Research Activity,14,44140012.0,60.0,48.0,87.6,76.4,78.2,77.1,61.3,60.4,69.7,72.96,13945.0
97202,reed college,portland,OR,11.0,12386.0,1420.0,0.2716,0.754464285714,83310.0,21500.0,46514.0,41000.0,177,OR,B,138400.0,1612,Urban,small,"Reed College is a private liberal arts college in Portland, Oregon. Reed emphasizes creativity and the exploration of multiple points of view. Students at Reed develop their own understanding of the school's undefined “Honor Principle.” Reed enrolled more than 1,000 in Fall 2021. The school offers 40 Bachelor of Arts degree programs. Campus living is grounded in a neighborhood model, where students live in neighborhoods based on their year in school. Wikipedia co-founder Larry Sanger, billionaire founder of Ivanhoe Mines Robert Friedland and Norton founder Peter Norton all graduated from Reed. Apple co-founder Steve Jobs attended Reed before dropping out.",reed-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,14502890.0,64.0,60.0,81.1,83.3,81.1,85.6,90.0,72.2,80.0,81.9,39951.0
12180,rensselaer polytechnic institute,troy,NY,13.0,13277.0,1415.0,0.5845,0.795979899497,79934.0,23750.0,95369.0,73400.0,124,NY,C-,159100.0,8919,Urban,medium,"The oldest technological research university in the country, Rensselaer Polytechnic Institute in Troy, N.Y. prepares students for technology-based careers through hands-on learning. RPI offers more than 140 programs across five schools, primarily in STEM disciplines. Computer science, mechanical engineering and chemical engineering are some of the most popular programs. Research is a large component of the academic experience at RPI, where undergraduate students can participate in paid research opportunities or conduct research to count for academic credit. In 2022, RPI reported $122 million in research expenditures. Outside of the classroom, students can choose from more than 200 student organizations, and more than 80% of students take part in varsity, intramural or club sports. More than half of undergraduates stay on campus. The RPI Engineers sponsor more than 20 athletic teams and are members of the Liberty League. RPI gave way to many respected alumni in STEM, including astronaut Reid Wiseman who will lead the Artemis II lunar mission set to take off in 2024—being part of the first crewed moon mission in 50 years.",rensselaer-polytechnic-institute,Private not-for-profit,Doctoral Universities: Very High Research Activity,12,45937910.0,90.0,90.0,81.3,71.9,77.1,72.2,68.1,56.3,56.3,69.03,33139.0
77005,rice university,houston,TX,11.0,18047.0,1553.0,0.0788,0.902777777778,74110.0,11000.0,78690.0,74800.0,9,TX,A,152100.0,8782,Urban,medium,"Established within the heart of Houston, Rice University’s private research institution is home to over eight-thousand students. Rice offers more than 50 undergraduate majors where students can take full advantage of small class sizes, thanks to the university’s 6:1 student-to-faculty ratio. Admissions data revealed an acceptance rate of only 7.7 percent for the class of 2027—a record low for the university. Enrolled out-of-state and international students outnumbered those in Texas, accounting for the majority of the class of 2026 student body. The school’s endowment was valued at $7.8 billion for the fiscal year ending June 30, 2022. Rice combines academics and campus life through what it describes as an “unconventional culture”, where students cultivate community and belonging by staying at one of the 11 assigned residential colleges. Campus traditions encourage students to show off their school spirit by cheering on the Rice Owls during game time. Rice University’s relationship with Nasa remains strong, producing 14 alumni and faculty members who served as astronauts, along with former NASA administrator and alumni, Jim Bridenstine.",rice-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,6,35693075.0,67.0,56.0,86.7,76.0,79.3,79.3,84.0,65.3,83.3,79.13,12640.0
14623,rochester institute of technology,rochester,NY,21.0,11313.0,1378.0,0.714,0.582747130692,71714.0,26778.0,70978.0,58700.0,301,NY,B,126100.0,18925,Suburban,large,"Rochester Institute of Technology is a private research university located in Henrietta, New York —part of the Rochester, New York, metropolitan area. The school is home to the National Technical Institute for the Deaf, which is the first and largest technological college for deaf and hard of hearing students. The school serves more than 1,100 deaf and hard of hearing students who live and study with hearing students. RIT prides itself on its collaborative, diverse community working at the intersection of art, design and technology. The institution offers a series of multidisciplinary, “future-proof,” academic programs called “New Economy Majors,” including Human-Centered Computing, Microelectronic Engineering, Motion Picture Science and Humanities, Computing, and Design. RIT alumni have won more than a dozen combined Pulitzer Prizes for work in visual journalism. Beyond its New York campus, RIT has campuses in China, Croatia, Dubai and Kosovo. ",rochester-institute-of-technology,Private not-for-profit,Doctoral Universities: High Research Activity,13,94763610.0,99.0,97.0,74.1,74.1,78.3,77.0,68.8,50.6,49.1,67.43,29694.0
32789,rollins college,winter park,FL,21.0,9883.0,1304.0,0.4056,0.640186915888,72790.0,25500.0,51840.0,46700.0,452,FL,B-,103500.0,3213,Suburban,medium,"Rollins College is a private liberal arts school in Winter Park, FL with a country club-esque campus where students take advantage of personalized majors to fit their individual goals. The campus is located on Lake Virginia, complete with a lakeside swimming pool with lounge chairs and a dozen tennis courts. Rollins prides itself on offering “cool classes,” with unique course topics includings children book writing, the history of piracy and sports analytics. Each spring on a day that is “too pretty to have class,” Rollins celebrates Fox Day by cancelling classes, allowing students to fully enjoy the picturesque campus. Fred Rogers, beloved host of “Mr. Rogers Neighborhood,” is a Rollins alumnus. This October, Rollins will unveil a 7-foot, 3,000-pound statue of Mr. Rogers.",rollins-college,Private not-for-profit,Master's Colleges & Universities: Larger Programs,11,18563772.0,95.0,94.0,68.5,66.7,61.1,81.5,74.1,64.8,81.5,71.17,33847.0
47803,rose hulman institute of technology,terre haute,IN,13.0,11688.0,1389.0,0.7281,0.840361445783,74226.0,25000.0,93607.0,76100.0,229,IN,C+,161500.0,2205,Urban,small,"The Rose-Hulman Institute of Technology is a private STEM university in Terre Haute, Ind., about 90 minutes from the capital city of Indianapolis. More than 2,000 enrolled students call Rose-Hulman home, and more than 70% of students hail from out-of-state. Rose-Hulman has over 20 STEM-focused majors; the most popular areas of study include mechanical engineering, computer science, and chemical engineering. Students can expand their knowledge globally through the school’s “First Year International Experience” courses, where they study in countries like Japan, France and the Netherlands. Students are encouraged to take advantage of study abroad opportunities during their first year to make time for industry experiences as upperclassmen. Students have active lives outside of the classroom, with more than 90 student organizations, the Fightin' Engineers Division III sports, and close to a dozen Greek organizations. Six months after graduating, the Class of 2021 had a 99% placement rate. Rose-Hulman’s highly anticipated bonfire is a classic event, where the bonfire is built and guarded by freshmen against upperclassmen trying to tear it down. A big part of culture also includes Rosie, the school’s elephant mascot of more than 100 years. ",rose-hulman-institute-of-technology,Private not-for-profit,Special Focus Four-Year: Engineering and Other Technology-Related Schools,12,19668044.0,100.0,100.0,85.9,71.2,75.6,89.7,84.6,70.5,69.2,78.1,40665.0
8028,rowan university,glassboro,NJ,21.0,10233.0,1216.0,0.7782,0.623416830847,34116.0,20500.0,57460.0,49000.0,426,NJ,,107400.0,22080,Suburban,large,"Rowan University is a public research institution in Glassboro, New Jersey. In Fall 2022, more than 19,000 students were enrolled across undergraduate, graduate, medical and professional levels. The university, which traces its founding back to 1923, says it will become “a new model for higher education” because of its emphasis on agility, inclusivity and responsiveness. The university offers 90 bachelor’s programs, in addition to master’s, professional and doctoral degrees. The university has a planetarium and a fossil park. The university’s namesake, Henry Rowan, is honored with a statue on campus. The college of engineering is also named for Henry Rowan, the industrialist who, along with his wife Betty, donated $100 million to the school in 1992. ",rowan-university,Public,Doctoral Universities: High Research Activity,16,20466969.0,93.0,84.0,36.7,50.0,56.7,58.3,58.3,50.0,51.7,51.67,22185.0
8901,rutgers university,new brunswick,NJ,13.0,14154.0,1383.0,0.6535,0.715907928389,35232.0,21500.0,67665.0,58000.0,79,NJ,,137000.0,56603,Urban,large,"Rutgers University–New Brunswick in New Brunswick, New Jersey is located on 2,685 acres where students can join extracurricular activities, choose from over 750 student organizations and more than 80 fraternities and sororities. Sir Henry is the Scarlet Knight mascot of Rutgers University who can be seen at football games, men and women’s basketball games, and numerous other sporting events on campus. Valuing community service, over $9 million have been raised since 1999 by the Rutgers University Dance Marathon, benefiting the Embrace Kids Foundation. Rutgers is on the shores of the Raritan River, with a total population of about 50,000 students. With proximity to New York and Philadelphia, students can get out of the small city and explore opportunities for work experience in a big city. Notable alumni include actor James Gandolfini, film director Henry Selick, politician Elizabeth Warren, and economist Milton Friedman. ",rutgers-university-new-brunswick,Public,Doctoral Universities: Very High Research Activity,15,51471897.0,70.0,57.0,72.0,70.3,77.3,53.4,54.0,45.1,60.5,61.8,23519.0
8102,rutgers university camden,camden,NJ,13.0,13843.0,1118.0,0.7775,0.715907928389,33812.0,21500.0,67665.0,58000.0,354,NJ,,111000.0,7470,Urban,medium,"Rutgers University-Camden is part of the four-campus Rutgers University system in New Jersey. The enrolls more than 6,000 students, with more than 90% of undergraduates residing in New Jersey. Classes consist of about 24 students, on average. The Camden campus was founded in 1926 as the South Jersey Law School and the College of South Jersey before it merged with Rutgers in 1950. The public university offers undergraduate degrees in accounting, biology, computer science, marketing and psychology, among others. Rutgers-Camden, home of the Scarlet Raptors, houses a NCAA Division III athletics program. The university is situated in a metropolitan area, with Philadelphia located just across the river. The Camden Waterfront, which offers a sports and entertainment scene, is just a short walk from campus. ",rutgers-university-camden,Public,Doctoral Universities: High Research Activity,13,8790946.0,96.0,94.0,70.0,60.0,53.3,31.7,58.3,55.0,36.7,52.14,18803.0
56301,saint cloud state university,saint cloud,MN,13.0,11152.0,1091.0,0.9495,0.396212121212,21389.0,21058.0,51694.0,43400.0,427,MN,,109000.0,13144,Urban,large,"An hour west of Minneapolis, St. Cloud State University is a large, hockey-focused public school in St. Cloud, MN. St. Cloud State’s campus is 100 acres and located along the Mississippi River. Spread across eight schools and colleges, there are more than 200 academic programs at the university. The most popular fields of study include communications, business administration and finance. St. Cloud State University is part of a nationwide effort to re-imagine the first-year experience aimed at ensuring success for all students, particularly low income, first generation and students of color. The St. Cloud State Huskies compete in the Division II Northern Sun Intercollegiate Conference in 16 of 18 sports, but the Huskies’ men’s and women’s ice hockey teams are Division I powerhouses. The men’s hockey team lost in the 2021 national championship game.",saint-cloud-state-university,Public,Master's Colleges & Universities: Larger Programs,16,4658613.0,99.0,98.0,43.3,62.5,71.7,65.0,75.0,61.7,53.3,61.79,14485.0
56321,saint johns university,collegeville,MN,41.0,9144.0,1220.0,0.9048,0.746438746439,66863.0,27000.0,68170.0,56300.0,356,MN,B-,131700.0,1724,Rural,small,"The all-men Saint John’s University is one half of a pair of liberal arts institutions located in central Minnesota. The partnership between Saint John's and the College of Saint Benedict, its sister school with a campus six miles away, offers a combination of the benefits of a large school and that of a small school, the schools say. The colleges are minutes from the St. Cloud metropolitan area. Students can choose from more than 30 majors and 40 minors. The college experience is grounded in Catholic and Benedictine tradition. More than 40% of students are Catholic, and students of all faiths can apply. Students hail from more than 40 states and more than a dozen countries. ",saint-johns-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,15388359.0,100.0,100.0,61.1,77.1,68.1,68.1,63.9,44.4,70.8,64.79,27018.0
5439,saint michaels college,colchester,VT,22.0,8928.0,1241.0,0.9185,0.783382789318,67174.0,26922.0,50360.0,49800.0,451,VT,C,117200.0,2218,Suburban,small,"The only Edmundite college in the world, Saint Michael’s College in Colchester, VT, is a private liberal arts college that emphasizes experiential learning. Students can choose from over 40 majors, as well as dual degree programs with other colleges, like Clarkson University and the University of Vermont. Popular programs include business administration, psychology and biology. In line with its Catholic roots, approximately 70% of students volunteer during their education. Additionally, more than a third of students study abroad. About 90% of students receive financial aid and all students are considered for merit awards, including the “Purple & Gold” Scholarships, which range from $17,000 to $30,000 annually. Nomination is required for the Book Award and the Presidential Scholarship, the latter of which is for Vermont students. Saint Michael’s has a 95% placement rate for full-time employment or graduate school. About 5% of alumni partake in full-time service programs.",saint-michaels-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,11743144.0,100.0,100.0,47.6,82.1,59.5,88.1,83.3,69.0,61.9,70.21,30033.0
77340,sam houston state university,huntsville,TX,32.0,8309.0,1055.0,0.8539,0.55229226361,24517.0,21983.0,49729.0,45600.0,421,TX,,107000.0,24043,Rural,large,"Sam Houston State is a large, public research university in Huntsville, TX, that offers a traditional college experience as well as a number of flexible degree offerings. Undergraduates at SHSU can choose from more than 80 majors, with liberal arts and pre-professional offerings. Many majors, particularly from the school of criminal justice, are available online. Sam Houston State accommodates a wide variety of students. Around 45% of students are first generation college students, and 75% work while pursuing their degree. While a small minority of students live on campus, the school maintains an active atmosphere with a large number of student groups, Greek life and traditions like the Bearkat tailgate. Notable SHSU alumni include broadcast journalist Dan Rather, director Richard Linklater and St. Luke’s Health CEO Melinda Estes. ",sam-houston-state-university,Public,Doctoral Universities: High Research Activity,20,21040681.0,87.0,73.0,51.0,70.3,69.8,66.7,72.9,60.4,70.8,65.99,16025.0
95053,santa clara university,santa clara,CA,12.0,14126.0,1417.0,0.4384,0.869947275923,77768.0,19162.0,99543.0,74600.0,61,CA,B,173100.0,9664,Urban,medium,"Santa Clara University is a private Jesuit institution located in the midst of Silicon Valley and is the oldest operating institution of higher learning in the state of California. SCU offers more than 50 academic majors, minors, and special programs from its six schools and colleges. Fall 2022’s undergraduate enrollment totaled just over 6,000 students, while graduate enrollment surpassed 3,000 students. The university primarily operates on a quarter system, with the exception of its law school which is on a semester system. Undergraduate students can earn three types of degrees: Bachelor of Arts, Bachelor of Science, and Bachelor of Science in Commerce. June 2022 university financials saw an endowment of over $1.4 billion. The Santa Clara Broncos athletics department is a member of the NCAA Division I, West Coast Conference, and home to 19 intercollegiate sports. Students can enjoy the thriving culture of Silicon Valley living, or participate in campus traditions, like making memories at The Hut, SCU’s hangout spot, or pinning a dollar bill to the ceiling. Notable alumni include California governor Gavin Newsom and the late Paul Laxalt, former governor of Nevada and close friend of President Ronald Reagan.",santa-clara-university,Private not-for-profit,Doctoral/Professional Universities,12,28355359.0,75.0,72.0,58.9,60.0,67.8,71.1,73.3,61.1,84.4,68.09,50959.0
10708,sarah lawrence college,bronxville,NY,21.0,10336.0,1374.0,0.5893,0.752293577982,79320.0,27000.0,43274.0,39800.0,332,NY,B,119400.0,1881,Suburban,small,"Sarah Lawrence College emphasizes personal connection between faculty and students. The small private liberal arts college in Yonkers, NY, spans 44 acres and is a 30-minute train ride outside of Manhattan. Sarah Lawrence College became coeducational in 1968, but female students make up about 71% of the student body. Students do not have majors with course requirements, and instead work with faculty advisors to establish a course plan. Popular courses include creative writing and the performing arts.  More than 75% of students receive a grant or scholarship. Students are automatically considered for merit scholarships. Notable alumni include fashion designer Vera Wang, director J.J. Abrams, journalist Barbara Walters, and former Chicago mayor and member of Congress Rahm Emanuel.",sarah-lawrence-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,13005497.0,88.0,87.0,71.4,64.3,50.0,76.2,83.3,71.4,76.2,70.4,21132.0
98122,seattle university,seattle,WA,11.0,10543.0,1266.0,0.7605,0.727474972191,68633.0,19883.0,72612.0,56100.0,248,WA,C-,139600.0,8089,Urban,medium,"Seattle University in Seattle, Washington, is a private Jesuit university at the intersection of humanity, tech and innovation. The school offers over 60 undergraduate degree programs. Its popular Academic Pathways program allows students to spend up to their first two years exploring disciplines before declaring a major. Students can take advantage of city life in Seattle, as well as outdoor adventures like kayaking, biking and climbing. Four out of five undergraduates engage in community service. The university offers a number of merit awards, including the Sullivan Leadership Award that covers the cost of tuition, housing and dining. ",seattle-university,Private not-for-profit,Doctoral/Professional Universities,10,30576762.0,100.0,100.0,68.8,71.9,60.4,60.4,64.6,58.3,58.3,63.24,34802.0
7079,seton hall university,south orange,NJ,21.0,11051.0,1308.0,0.789,0.635053110774,64996.0,22750.0,67462.0,58300.0,221,NJ,C-,122900.0,10834,Suburban,large,"Seton Hall is a private Roman Catholic research university in South Orange, New Jersey, about 14 miles from Manhattan. There are about 6,000 undergraduate students, who can choosecan choose from more than 90 majors and programs. The school offers 3+3 law options, which include both a bachelor’s degree and a juris doctorate. Biology, finance and nursing are among the most popular programs. The university encourages experiential learning, with over 80% of students completing an internship. All undergraduates receive a laptop to ensure that students have access to the latest technology. Students who meet certain requirements are eligible to own their laptop after graduating. ",seton-hall-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,49494008.0,100.0,100.0,55.6,52.8,59.3,51.9,53.7,31.5,61.1,52.27,28921.0
1063,smith college,northampton,MA,13.0,12787.0,1480.0,0.1973,0.89512195122,82134.0,17550.0,57322.0,43500.0,135,MA,A-,119900.0,3265,Suburban,medium,"Smith College in Northampton, Mass. is one of the largest women’s colleges in the country and a member of the Five Colleges consortium, a partnership between five other institutions in the state. While the college’s undergraduate studies remain exclusive to women, Smith also provides a coeducational experience at the graduate level. A private liberal arts institution, Smith offers 50 areas of study with more than 1,000 courses. Some of the most popular majors at Smith include economics, psychology, biology, and government. Applied learning options extend to each student to deepen their knowledge through leadership, internship, and service opportunities. While the undergraduate cost of attendance surpasses $85,000 per year, in 2022 the college replaced loans for grants in its financial aid packages for need-based applicants. Most undergraduates are expected to live on campus for four years. Smith offers from more than 140 clubs and organizations on campus and every student is a member of the college’s Student Government Association. Two former U.S. first ladies, Nancy Reagan and Barbara Bush, attended Smith College.",smith-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,21165961.0,74.0,64.0,91.1,85.7,81.0,90.5,90.5,73.8,92.9,86.5,26181.0
75275,sourn methodist university,dallas,TX,21.0,14324.0,1424.0,0.6122,0.605263157895,82532.0,19500.0,77799.0,67000.0,99,TX,A-,139000.0,13610,Suburban,large,"Southern Methodist University is a large, private research institution located in Dallas’s suburb of University Park. SMU is home to around 12,000 students and offers more than 90 undergraduate majors. Finance, economics, and accounting are some of the top majors at SMU. The Deason Innovation Gym is a 24/7 “makerspace” for aspiring student entrepreneurs and is stocked with 3D printers, laser cutters, and more. SMU operates on a budget of $843 million for fiscal year 2023. The university is eager to expand its research prowess, making plans to achieve the “Research One” (R1) status issued by the Carnegie Classification system. SMU supports more than 200 student clubs and organizations and students can participate in campus traditions that include a Celebration of Lights event, where students watch thousands of lights appear on campus, or SMU’s springtime festival, PerunaPalooza. The SMU Mustangs compete in a number of Division I American Athletic Conference sports. The Mustangs’ official mascot is Peruna, a Shetland pony that leads the football team onto the field for home games. Notable SMU alumni include former U.S. first lady Laura Bush, business billionaires Whitney Wolfe Herd, the founder of Bumble, and Indianapolis Colts owner James Irsay.",southern-methodist-university,Private not-for-profit,Doctoral Universities: High Research Activity,11,40715906.0,76.0,73.0,77.0,73.9,80.2,73.5,79.5,57.6,83.3,75.0,41778.0
57701,south dakota school of mines and technology,rapid city,SD,13.0,10878.0,1245.0,0.8525,0.368298368298,24865.0,27000.0,66297.0,61100.0,410,SD,,131500.0,2893,Urban,small,"Originally founded in 1885 as a mining school, South Dakota School of Mines and Technology is the state’s modern leader in STEM education. More than three-quarters of students are engineers. South Dakota Mines’ campus is home to The Museum of Geology. Visitors to the museum can see mounted skeletons of dinosaurs, meteorites and rare fossils from the nearby White River Badlands. Located in the Rushmore Region, campus is 25 miles from Mount Rushmore National Memorial. Most South Dakota Mines alumni continue in engineering after graduation—the most popular employers of alumni are Kiewit, one of the largest American construction companies and Garmin, a worldwide leader in GPS technology.",south-dakota-school-of-mines-and-technology,Public,Master's Colleges & Universities: Medium Programs,12,2367713.0,94.0,90.0,71.4,71.4,52.4,78.6,69.0,50.0,59.5,64.61,20380.0
57007,south dakota state university,brookings,SD,33.0,9855.0,1121.0,0.9871,0.448049101271,22761.0,23250.0,52417.0,45600.0,381,SD,,104000.0,13726,Rural,large,"A midsize public land grant university in Brookings, SD, South Dakota State University aims to encourage students’ creativity, innovation and public citizenship. The largest university in South Dakota, SDSU offers 80 majors and 97 minors, ranging from aerospace engineering to wildlife and fisheries science. SDSU is a leader in agriculture, remote sensing and resource management. In 2019 the school spent $67.6 million on research. Students can apply for summer research funding to get hands-on experience. There’s plenty to do in the college town of Brookings. The school supports over 240 student organizations, and the NCAA D1 Jackrabbits play in 17 sports. Notable SDSU alumni include former US Senator Tom Daschle and IBM computer architect Gene Amdahl.",south-dakota-state-university,Public,Doctoral Universities: High Research Activity,18,8961713.0,100.0,100.0,50.0,59.4,62.5,75.0,43.8,52.1,60.4,57.6,18219.0
78626,southwestern university,georgetown,TX,13.0,8855.0,1269.0,0.3907,0.731884057971,63645.0,25000.0,52689.0,50700.0,284,TX,A-,111600.0,1543,Urban,small,"The first institution of higher education in Texas, Southwestern University in Georgetown is a small, private university with an interdisciplinary liberal arts curriculum. Students can choose from over 30 majors. Popular programs include business, psychology, biology and political science. SU is one of only a handful of undergraduate liberal arts universities that support a separate school of fine arts. The intimate community is bustling, with over 90 student organizations, including Greek life. SU, just 30 minutes from Austin, has faculty-led programs in countries like Buenos Aires, Amsterdam and London, as well as study-away study and internship options in New York and Washington, D.C. The Brown Scholarship is Southwestern’s most prestigious and competitive award and is valued at $35,000 per year. General merit scholarships range up to $28,500 annually.  Approximately 61% of the Class of 2020 is employed—the majority of which remained in Texas—and 24% are pursuing advanced degrees.",southwestern-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,10621465.0,99.0,98.0,48.1,61.1,68.5,74.1,85.2,63.0,70.4,67.2,27468.0
94305,stanford university,stanford,CA,21.0,24226.0,1553.0,0.0391,0.740041928721,82162.0,12000.0,109851.0,121400.0,2,CA,A+,177500.0,20490,Suburban,large,"The San Francisco Bay Area is home to Stanford University’s more than 7,700 undergraduate students and nearly 10,000 graduate students for its Autumn 2022 quarter. Recognized globally for its STEM programs, Stanford also presents academic offerings from each of its seven schools, including humanities, law, and business. The university boasts a 5:1 student-to-faculty ratio, with 2,304 faculty members. Stanford has produced a number of notable alumni, including Nobel Prize winners Carl Wieman, Paul Milgrom, and Roger Kornberg - who continues to teach at the university’s School of Medicine. Of the 600+ campus buildings, the majority of the student body either lives in one of the 81 undergraduate on-campus housing facilities or the 151 graduate on-campus residences. Keeping with tradition, students attend sporting rivalries like the Big Game against UC Berkeley, go fountain hopping, and hit their most unique stride for the ""Wacky Walk"" during Stanford commencements.",stanford-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,5,67892960.0,68.0,53.0,95.8,86.3,92.5,89.7,71.0,63.7,92.7,84.53,12136.0
