Zip Code_1,school,Type_1,City_1,State_1,State FIPS_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,Retention Rate_1,Student Faculty Ratio_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,overall satisfaction_3,campus setting_3,student housing_3,resources_3,safety_3,teacher support_3,school admin_3,prestige_3,student competitiveness_3,student intelligence_3,party scene_3,greek life_3,student attractiveness_3,average_3,Average Net Price_1
56301,saint cloud state university,Public,saint cloud,MN,27,13.0,11152.0,1091.0,0.9495,0.396212121212,21389.0,21058.0,51694.0,43400.0,0.6853,17.0,427,MN,,109000.0,13144,Urban,large,"An hour west of Minneapolis, St. Cloud State University is a large, hockey-focused public school in St. Cloud, MN. St. Cloud State’s campus is 100 acres and located along the Mississippi River. Spread across eight schools and colleges, there are more than 200 academic programs at the university. The most popular fields of study include communications, business administration and finance. St. Cloud State University is part of a nationwide effort to re-imagine the first-year experience aimed at ensuring success for all students, particularly low income, first generation and students of color. The St. Cloud State Huskies compete in the Division II Northern Sun Intercollegiate Conference in 16 of 18 sports, but the Huskies’ men’s and women’s ice hockey teams are Division I powerhouses. The men’s hockey team lost in the 2021 national championship game.",saint-cloud-state-university,Public,Master's Colleges & Universities: Larger Programs,16,4658613.0,99.0,98.0,62.5,53.3,48.3,71.7,65.0,75.0,61.7,43.3,45.0,55.0,68.3,36.7,68.3,58.01,14485.0
56321,saint johns university,Private,collegeville,MN,27,41.0,9144.0,1220.0,0.9048,0.746438746439,66863.0,27000.0,68170.0,56300.0,0.8436,12.0,356,MN,B-,131700.0,1724,Rural,small,"The all-men Saint John’s University is one half of a pair of liberal arts institutions located in central Minnesota. The partnership between Saint John's and the College of Saint Benedict, its sister school with a campus six miles away, offers a combination of the benefits of a large school and that of a small school, the schools say. The colleges are minutes from the St. Cloud metropolitan area. Students can choose from more than 30 majors and 40 minors. The college experience is grounded in Catholic and Benedictine tradition. More than 40% of students are Catholic, and students of all faiths can apply. Students hail from more than 40 states and more than a dozen countries. ",saint-johns-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,15388359.0,100.0,100.0,77.1,70.8,52.8,68.1,68.1,63.9,44.4,61.1,55.6,58.3,65.2,33.3,57.6,59.72,27018.0
77340,sam houston state university,Public,huntsville,TX,48,32.0,8309.0,1055.0,0.8539,0.55229226361,24517.0,21983.0,49729.0,45600.0,0.7473,20.0,421,TX,,107000.0,24043,Rural,large,"Sam Houston State is a large, public research university in Huntsville, TX, that offers a traditional college experience as well as a number of flexible degree offerings. Undergraduates at SHSU can choose from more than 80 majors, with liberal arts and pre-professional offerings. Many majors, particularly from the school of criminal justice, are available online. Sam Houston State accommodates a wide variety of students. Around 45% of students are first generation college students, and 75% work while pursuing their degree. While a small minority of students live on campus, the school maintains an active atmosphere with a large number of student groups, Greek life and traditions like the Bearkat tailgate. Notable SHSU alumni include broadcast journalist Dan Rather, director Richard Linklater and St. Luke’s Health CEO Melinda Estes. ",sam-houston-state-university,Public,Doctoral Universities: High Research Activity,20,21040681.0,87.0,73.0,70.3,70.8,50.0,69.8,66.7,72.9,60.4,51.0,47.9,58.3,62.5,60.4,63.5,61.88,16025.0
95053,santa clara university,Private,santa clara,CA,6,12.0,14126.0,1417.0,0.4384,0.869947275923,77768.0,19162.0,99543.0,74600.0,0.9276,10.0,61,CA,B,173100.0,9664,Urban,medium,"Santa Clara University is a private Jesuit institution located in the midst of Silicon Valley and is the oldest operating institution of higher learning in the state of California. SCU offers more than 50 academic majors, minors, and special programs from its six schools and colleges. Fall 2022’s undergraduate enrollment totaled just over 6,000 students, while graduate enrollment surpassed 3,000 students. The university primarily operates on a quarter system, with the exception of its law school which is on a semester system. Undergraduate students can earn three types of degrees: Bachelor of Arts, Bachelor of Science, and Bachelor of Science in Commerce. June 2022 university financials saw an endowment of over $1.4 billion. The Santa Clara Broncos athletics department is a member of the NCAA Division I, West Coast Conference, and home to 19 intercollegiate sports. Students can enjoy the thriving culture of Silicon Valley living, or participate in campus traditions, like making memories at The Hut, SCU’s hangout spot, or pinning a dollar bill to the ceiling. Notable alumni include California governor Gavin Newsom and the late Paul Laxalt, former governor of Nevada and close friend of President Ronald Reagan.",santa-clara-university,Private not-for-profit,Doctoral/Professional Universities,12,28355359.0,75.0,72.0,60.0,84.4,54.4,67.8,71.1,73.3,61.1,58.9,64.4,63.3,47.8,38.9,71.1,62.81,50959.0
98122,seattle university,Private,seattle,WA,53,11.0,10543.0,1266.0,0.7605,0.727474972191,68633.0,19883.0,72612.0,56100.0,0.832,10.0,248,WA,C-,139600.0,8089,Urban,medium,"Seattle University in Seattle, Washington, is a private Jesuit university at the intersection of humanity, tech and innovation. The school offers over 60 undergraduate degree programs. Its popular Academic Pathways program allows students to spend up to their first two years exploring disciplines before declaring a major. Students can take advantage of city life in Seattle, as well as outdoor adventures like kayaking, biking and climbing. Four out of five undergraduates engage in community service. The university offers a number of merit awards, including the Sullivan Leadership Award that covers the cost of tuition, housing and dining. ",seattle-university,Private not-for-profit,Doctoral/Professional Universities,10,30576762.0,100.0,100.0,71.9,58.3,41.7,60.4,60.4,64.6,58.3,68.8,50.0,64.6,50.0,4.8,69.0,55.6,34802.0
7079,seton hall university,Private,south orange,NJ,34,21.0,11051.0,1308.0,0.789,0.635053110774,64996.0,22750.0,67462.0,58300.0,0.8415,14.0,221,NJ,C-,122900.0,10834,Suburban,large,"Seton Hall is a private Roman Catholic research university in South Orange, New Jersey, about 14 miles from Manhattan. There are about 6,000 undergraduate students, who can choosecan choose from more than 90 majors and programs. The school offers 3+3 law options, which include both a bachelor’s degree and a juris doctorate. Biology, finance and nursing are among the most popular programs. The university encourages experiential learning, with over 80% of students completing an internship. All undergraduates receive a laptop to ensure that students have access to the latest technology. Students who meet certain requirements are eligible to own their laptop after graduating. ",seton-hall-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,49494008.0,100.0,100.0,52.8,61.1,44.4,59.3,51.9,53.7,31.5,55.6,37.0,53.7,50.0,54.2,58.3,51.04,28921.0
1063,smith college,Private,northampton,MA,25,13.0,12787.0,1480.0,0.1973,0.89512195122,82134.0,17550.0,57322.0,43500.0,0.9166,8.0,135,MA,A-,119900.0,3265,Suburban,medium,"Smith College in Northampton, Mass. is one of the largest women’s colleges in the country and a member of the Five Colleges consortium, a partnership between five other institutions in the state. While the college’s undergraduate studies remain exclusive to women, Smith also provides a coeducational experience at the graduate level. A private liberal arts institution, Smith offers 50 areas of study with more than 1,000 courses. Some of the most popular majors at Smith include economics, psychology, biology, and government. Applied learning options extend to each student to deepen their knowledge through leadership, internship, and service opportunities. While the undergraduate cost of attendance surpasses $85,000 per year, in 2022 the college replaced loans for grants in its financial aid packages for need-based applicants. Most undergraduates are expected to live on campus for four years. Smith offers from more than 140 clubs and organizations on campus and every student is a member of the college’s Student Government Association. Two former U.S. first ladies, Nancy Reagan and Barbara Bush, attended Smith College.",smith-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,21165961.0,74.0,64.0,85.7,92.9,85.7,81.0,90.5,90.5,73.8,91.1,77.4,88.1,39.3,0.0,69.0,74.23,26181.0
57007,south dakota state university,Public,brookings,SD,46,33.0,9855.0,1121.0,0.9871,0.448049101271,22761.0,23250.0,52417.0,45600.0,0.8095,17.0,381,SD,,104000.0,13726,Rural,large,"A midsize public land grant university in Brookings, SD, South Dakota State University aims to encourage students’ creativity, innovation and public citizenship. The largest university in South Dakota, SDSU offers 80 majors and 97 minors, ranging from aerospace engineering to wildlife and fisheries science. SDSU is a leader in agriculture, remote sensing and resource management. In 2019 the school spent $67.6 million on research. Students can apply for summer research funding to get hands-on experience. There’s plenty to do in the college town of Brookings. The school supports over 240 student organizations, and the NCAA D1 Jackrabbits play in 17 sports. Notable SDSU alumni include former US Senator Tom Daschle and IBM computer architect Gene Amdahl.",south-dakota-state-university,Public,Doctoral Universities: High Research Activity,18,8961713.0,100.0,100.0,59.4,60.4,41.7,62.5,75.0,43.8,52.1,50.0,45.8,39.6,71.4,26.2,47.6,51.96,18219.0
75275,southern methodist university,Private,dallas,TX,48,21.0,14324.0,1424.0,0.6122,0.605263157895,82532.0,19500.0,77799.0,67000.0,0.8992,11.0,99,TX,A-,139000.0,13610,Suburban,large,"Southern Methodist University is a large, private research institution located in Dallas’s suburb of University Park. SMU is home to around 12,000 students and offers more than 90 undergraduate majors. Finance, economics, and accounting are some of the top majors at SMU. The Deason Innovation Gym is a 24/7 “makerspace” for aspiring student entrepreneurs and is stocked with 3D printers, laser cutters, and more. SMU operates on a budget of $843 million for fiscal year 2023. The university is eager to expand its research prowess, making plans to achieve the “Research One” (R1) status issued by the Carnegie Classification system. SMU supports more than 200 student clubs and organizations and students can participate in campus traditions that include a Celebration of Lights event, where students watch thousands of lights appear on campus, or SMU’s springtime festival, PerunaPalooza. The SMU Mustangs compete in a number of Division I American Athletic Conference sports. The Mustangs’ official mascot is Peruna, a Shetland pony that leads the football team onto the field for home games. Notable SMU alumni include former U.S. first lady Laura Bush, business billionaires Whitney Wolfe Herd, the founder of Bumble, and Indianapolis Colts owner James Irsay.",southern-methodist-university,Private not-for-profit,Doctoral Universities: High Research Activity,11,40715906.0,76.0,73.0,73.9,83.3,59.8,80.2,73.5,79.5,57.6,77.0,62.7,65.2,84.8,83.3,87.0,74.45,41778.0
78626,southwestern university,Private,georgetown,TX,48,13.0,8855.0,1269.0,0.3907,0.731884057971,63645.0,25000.0,52689.0,50700.0,0.8139,11.0,284,TX,A-,111600.0,1543,Urban,small,"The first institution of higher education in Texas, Southwestern University in Georgetown is a small, private university with an interdisciplinary liberal arts curriculum. Students can choose from over 30 majors. Popular programs include business, psychology, biology and political science. SU is one of only a handful of undergraduate liberal arts universities that support a separate school of fine arts. The intimate community is bustling, with over 90 student organizations, including Greek life. SU, just 30 minutes from Austin, has faculty-led programs in countries like Buenos Aires, Amsterdam and London, as well as study-away study and internship options in New York and Washington, D.C. The Brown Scholarship is Southwestern’s most prestigious and competitive award and is valued at $35,000 per year. General merit scholarships range up to $28,500 annually.  Approximately 61% of the Class of 2020 is employed—the majority of which remained in Texas—and 24% are pursuing advanced degrees.",southwestern-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,11,10621465.0,99.0,98.0,61.1,70.4,66.7,68.5,74.1,85.2,63.0,48.1,66.7,68.5,62.5,56.3,61.9,65.62,27468.0
94305,stanford university,Private,stanford,CA,6,21.0,24226.0,1553.0,0.0391,0.740041928721,82162.0,12000.0,109851.0,121400.0,0.9808,6.0,2,CA,A+,177500.0,20490,Suburban,large,"The San Francisco Bay Area is home to Stanford University’s more than 7,700 undergraduate students and nearly 10,000 graduate students for its Autumn 2022 quarter. Recognized globally for its STEM programs, Stanford also presents academic offerings from each of its seven schools, including humanities, law, and business. The university boasts a 5:1 student-to-faculty ratio, with 2,304 faculty members. Stanford has produced a number of notable alumni, including Nobel Prize winners Carl Wieman, Paul Milgrom, and Roger Kornberg - who continues to teach at the university’s School of Medicine. Of the 600+ campus buildings, the majority of the student body either lives in one of the 81 undergraduate on-campus housing facilities or the 151 graduate on-campus residences. Keeping with tradition, students attend sporting rivalries like the Big Game against UC Berkeley, go fountain hopping, and hit their most unique stride for the ""Wacky Walk"" during Stanford commencements.",stanford-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,5,67892960.0,68.0,53.0,86.3,92.7,71.0,92.5,89.7,71.0,63.7,95.8,77.5,93.1,57.5,43.7,60.7,76.55,12136.0
32723,stetson university,Private,deland,FL,12,13.0,10579.0,1208.0,0.8643,0.583006535948,69807.0,23250.0,49140.0,46200.0,0.702,10.0,420,FL,C,109500.0,4547,Urban,medium,"Stetson University is a private school whose main campus is in DeLand, FL, located halfway between Daytona Beach and Orlando. Through the Roland George Investment Program, Stetson business students manage a real $5.5 million portfolio of bonds and stocks. More than a quarter of students major in a business field. The Stetson Hatters field 18 Division I varsity teams, with all sports competing in the ASUN Conference, except for football, which is a member of the Pioneer Football League. Some of Stetson’s most famous alumni played for the Hatters' baseball team: Cy Young Award winners Jacob deGrom and Corey Kluber both are Stetson alumni.",stetson-university,Private not-for-profit,Master's Colleges & Universities: Larger Programs,11,26849621.0,100.0,100.0,58.3,74.1,33.3,51.9,74.1,88.9,53.7,63.0,46.3,51.9,50.0,64.6,70.8,60.07,21318.0
7030,stevens institute of technology,Private,hoboken,NJ,34,21.0,16961.0,1447.0,0.4344,0.830115830116,76449.0,27000.0,100949.0,76400.0,0.937,10.0,150,NJ,C,168700.0,9111,Suburban,medium,"Stevens Institute of Technology is a small private university in Hoboken, New Jersey, that emphasizes research and creation. The college, which enrolled more than 4,000 undergraduates in Fall 2022, offers coursework in engineering, finance, tech and art, among others. Engineering is an especially popular discipline.The School of Business offers majors in quantitative finance and marketing innovation and analytics, among others. The school’s Hanlon Financial Systems Center is equipped like a Wall Street trading room. Stevens’ 55-acre campus on the Hudson River looks across at the New York City skyline. Manhattan is a short train ride from campus.Stevens’ 55-acre campus on the Hudson River looks across at the New York City skyline. Manhattan is a quick 10-minute train ride for students. Student entrepreneurs at Stevens are supported by the school’s Office of Innovation and Entrepreneurship, which offers guidance and mentorship for early-stage businesses. Graduates of Stevens tend to do well in the New York metro area. The Class of 2020’s average starting salary was $77,000, and 86% of graduates remain in New Jersey and New York.",stevens-institute-of-technology,Private not-for-profit,Doctoral Universities: High Research Activity,11,34473327.0,99.0,99.0,52.3,66.7,33.3,47.0,74.2,56.1,28.8,66.7,72.7,74.2,41.7,65.0,35.0,54.9,40468.0
10577,suny college purchase,Public,purchase,NY,36,21.0,7974.0,1277.0,0.7283,0.648305084746,28541.0,21067.0,40518.0,37600.0,0.7893,11.0,436,NY,,110800.0,3884,Suburban,medium,"The artsiest member of the State University of New York system, SUNY at Purchase College is 30 miles north of New York City in Purchase, NY. There are 47 majors at Purchase, many of which center around the arts, such as Acting, Studio Production and Voice and Opera Studies. Purchase’s 500-acre campus almost exclusively features buildings of the same shade of light brick, metaphorically meant to emphasize that Purchase’s color comes from within. More than 40% of students major in the visual and performing arts. Purchase is a breeding ground for the biggest names in Hollywood, as actors Edie Falco, Wesley Snipes and Stanley Tucci are all alumni of the school.",suny-at-purchase-college,Public,Baccalaureate Colleges: Arts & Sciences Focus,11,5094242.0,83.0,73.0,78.6,38.1,52.4,57.1,85.7,88.1,40.5,59.5,52.4,57.1,66.7,0.0,71.4,57.51,19067.0
17870,susquehanna university,Private,selinsgrove,PA,42,32.0,8845.0,1211.0,0.7871,0.740471869328,72563.0,27000.0,56149.0,47900.0,0.7917,13.0,308,PA,C,130600.0,2650,Rural,small,"Susquehanna University in Selinsgrove, PA, is a private liberal arts school that encourages students to engage in experiential learning. SU offers more than 100 majors and minors across four schools. Popular programs include communication studies, marketing and psychology. The university emphasizes learning outside of the classroom. SU requires all students to study off campus, and 95% choose to do so abroad. The SU Service Leaders program is a four-year internship program in which students work with community partners who focus on youth development. There are more than 150 student organizations, including Greek life, to engage with. Off campus, students take advantage of the wealth of state parks within two hours of the university. Students can also rent a bike from Outdoor Recreation, which also sponsors outdoor adventure trips. Merit awards range up to $38,000 annually.",susquehanna-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,21193203.0,93.0,93.0,75.0,74.2,60.6,54.5,69.7,71.2,48.5,48.5,45.5,56.1,65.0,65.0,71.7,61.96,26539.0
19081,swarthmore college,Private,swarthmore,PA,42,21.0,14517.0,1527.0,0.0694,0.858108108108,80014.0,17500.0,72890.0,56800.0,0.9662,8.0,27,PA,A+,154900.0,1716,Suburban,small,"This private liberal arts college is located in Swarthmore, Pennsylvania has a 425 acre campus with rolling lawns, a creek, wooded hills and hiking trails and is located just 11 miles from Philadelphia. The liberal arts curriculum connects the arts, humanities, natural sciences and engineering, social sciences and interdisciplinary programs. Swarthmore College is rich in traditions. Last Collection takes place at the Scott Outdoor Amphitheater, where all first-year students gather for a ceremonial event with guest speakers and a candle-lighting to mark the start of the school year. Crum Regatta calls students to Crum Creek for a 500-meter race through shallow water with paddles and boats that are designed and built by students. And in late January, the themed winter formal brings students together for live music and a dance party. Alumni include former governor of Massachusetts Michael Dukakis, American economist Edward Prescott, United States Senator Chris Van Hollen, and current president of Brown University Chrstina Paxson.",swarthmore-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,13643129.0,68.0,63.0,75.0,88.5,61.1,76.9,88.5,89.7,71.8,86.9,76.4,91.0,38.5,17.9,36.9,69.16,18686.0
13244,syracuse university,Private,syracuse,NY,36,12.0,12872.0,1351.0,0.4169,0.779079861111,80396.0,26000.0,70598.0,57500.0,0.9098,15.0,108,NY,B-,130100.0,37114,Urban,large,"Syracuse University is a private institution located on a hilltop that overlooks the town of Syracuse, New York. Year-round festivals, expos and installations, and athletic events will unite the student body. The Schine and Goldstein student centers are hubs for students to relax, study, meet and enjoy various dining options. The Coalitions of Museum and Art Centers at Syracuse University showcase the community’s talent with exhibitions, public presentations, education and scholarship. With over 300 student organizations, the student-run media culture allows aspiring journalists to report, edit and write for The Daily Orange, CitrusTV, Orange Television Network and more. Students can also sing with The Mandarins, Otto Tunes or one of the five other student a cappella groups or join a fraternity or sorority to form a community of their own. For over 40 years, Syracuse students have been dressing up as the official mascot Otto the Orange. Although you may see Otto at the stadium for games or scootering across campus, these students are sworn to secrecy until the end of senior year when they can reveal their identities. Notable alumni include President Joe Biden, former professional basketball player Carmelo Anthony, sports commentator Bob Costas, and Governor of New York Kathy Hochul. ",syracuse-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,15,99763621.0,79.0,77.0,67.9,67.2,55.7,69.5,58.9,64.3,50.0,70.8,56.0,58.3,69.9,67.9,65.5,63.22,41026.0
77843,texas a&m university college station,Public,college station,TX,48,12.0,14313.0,1272.0,0.6325,0.764223268325,32085.0,17804.0,66077.0,61600.0,0.944,19.0,70,TX,,139700.0,77096,Urban,large,"Texas A&M’s 5,200-acre flagship campus is located in College Station, Texas, and is one of the oldest public universities in Texas. The university boasts a massive student body totaling nearly 75,000 students for Fall 2022. Apart from the main campus, Texas A&M also operates branch campuses in Galveston, Texas, and Doha, Qatar. The university offers more than 140 undergraduate degree programs across 17 colleges and schools. Texas A&M prides itself on achieving significant milestones through its research initiatives, spending over $1.1 billion in the fiscal year 2022— the first university in Texas to exceed 1 billion dollars. The university also produced 2 Nobel Prize recipients and sends over 5,000 students to 100 countries every year as part of its study abroad program. Students can choose from more than 1,000 student organizations and foster student engagement through campus customs. Aggie pride runs deep, thanks to the NCAA Division I in Southeastern Conference games. The rich Aggie culture includes traditions like the Midnight Yell before each home game and donning the university’s Maroon & White colors, which once led to a temporary shortage of maroon shirts around the country.",texas-a-m-university,Public,Doctoral Universities: Very High Research Activity,18,80530879.0,74.0,59.0,73.5,71.3,56.0,77.0,83.0,63.7,59.7,77.0,64.0,70.7,66.7,42.3,70.3,67.32,20924.0
76129,texas christian university,Private,fort worth,TX,48,11.0,13511.0,1303.0,0.426,0.76990376203,72778.0,21500.0,67491.0,55300.0,0.9299,14.0,220,TX,A+,119600.0,12513,Urban,large,"Texas Christian University is a private research university in Fort Worth, Texas and is the largest of 21 institutions affiliated with the protestant Christian Church (Disciples of Christ). The school’s 10 colleges offer a wide range of programs, the most popular in business, communications and health professions. Fall 2022 saw an enrollment of more than 10,000 undergraduate students, and just over half of undergrads stay on campus. About 40% of students study abroad, where program lengths vary from semester-long courses to summer programs spanning just 3-4 weeks. Three-fourths of students at TCU receive financial aid in the form of grants, scholarships, loans, and work-study funds. TCU’s Horned Frogs compete in the Division I Big 12 Conference, where TCU has won 18 Big 12 championships since joining the conference a decade ago. Students can foster connections through more than 275 student organizations. Century-old traditions continue to this day, like the “Riff Ram” cheer, rumored to be the oldest chant in the Southwest Conference. Other campus traditions include rubbing the nose of TCU’s horned frog statue for good luck and seniors waking up before dawn at Senior Sunrise to share breakfast together. Many of TCU’s most successful alumni have an athletic background, including Pro Football Hall of Fame running back LaDainian Tomlinson.",texas-christian-university,Private not-for-profit,Doctoral Universities: High Research Activity,14,63499618.0,92.0,89.0,75.0,79.5,70.5,62.8,70.5,71.8,66.7,70.5,64.1,67.9,73.6,90.3,87.2,73.11,33531.0
78666,texas state university,Public,san marcos,TX,48,13.0,8917.0,1093.0,0.8948,0.52769824474,26348.0,21000.0,52554.0,46200.0,0.7869,21.0,298,TX,,105600.0,41900,Urban,large,"Among the largest universities in the nation, Texas State University is located in San Marcos, Texas, less than an hour from Austin and San Antonio. About 40% of Texas State students identify as Hispanic. The university has received $48 million through Hispanic-Serving Institution funding from agencies such as the Department of Education, NASA and the USDA through since 2011. Texas State offers more than 180 majors and minors, ranging from agriculture business management to southwestern studies. President Lyndon B. Johnson was a Texas State alumnus, and he is commemorated on campus with a life-size statue and the LBJ Student Center.",texas-state-university,Public,Doctoral Universities: High Research Activity,21,56453790.0,83.0,77.0,73.2,71.4,53.6,64.3,67.9,70.2,54.8,52.4,44.0,57.1,79.8,65.5,71.4,63.51,16438.0
79409,texas tech university,Public,lubbock,TX,48,11.0,11545.0,1182.0,0.7089,0.551956098424,27472.0,21500.0,57570.0,54500.0,0.8528,21.0,205,TX,,125200.0,43709,Urban,large,"Texas Tech University, located in the city of Lubbock, is the flagship campus of the five-institution Texas Tech University System with one of the largest enrollments in the state. TTU offers more than 150 academic programs across 10 colleges, with mechanical engineering as one of the most popular majors. Of the more than 40,000 students enrolled at the university, 72% of students received financial aid in 2022. Texas Tech guarantees tuition and mandatory fees for incoming full-time students who are Texas residents and whose family’s gross income falls below $65,000. Texas Tech has been recognized by the Carnegie Classification for its high research activity, cementing itself as a top research institution. Texas Tech provides enrichment opportunities to deepen the academic experience through study abroad programs, the honors college, and career preparation. Raider student life consists of more than 400 clubs and organizations, housing; fraternities and sororities account for 15% of the student body alone. The Red Raiders are members of the Big 12 conference and compete at the Division I level. Spirited traditions include the Saddle Tramps for men and men’s sports, the High Riders for women and women’s sports, and the Masked Rider, Texas Tech's official mascot. ",texas-tech-university,Public,Doctoral Universities: Very High Research Activity,21,46534753.0,88.0,77.0,72.2,68.5,49.1,73.1,69.4,61.1,42.6,51.9,45.4,50.0,77.8,64.8,79.6,61.96,20071.0
21252,towson university,Public,towson,MD,24,13.0,9513.0,1166.0,0.828,0.610415623435,26621.0,18718.0,59840.0,49000.0,0.8248,14.0,174,MD,,111700.0,23202,Urban,large,"Located just north of Baltimore is Towson University, the second largest institution in Maryland’s state university system. Students can choose from more than 60 majors, with the most popular in the business, nursing and communications departments. The university encourages interdisciplinary research, working to achieve the R2-Doctoral status from the Carnegie Classification by 2027, and investing over $14 million to advance its research efforts. Students in any department can also participate in undergraduate research and sponsored creative projects. Towson emphasizes the importance of internships and offers opportunities both on-campus and through study abroad. The university offers merit scholarships for first-year and transfer students, many of which are awarded by individual academic departments. Towson hosts nearly 300 campus organizations that range from student-run media and publications to Greek life chapters. The Towson University Tigers fields 19 varsity teams comprising more than 500 student-athletes who compete at the Division I level. Students participate in a variety of annual community service events on campus, including The Big Event, a day when students, faculty, staff and alumni all work together in different community service programs.",towson-university,Public,Master's Colleges & Universities: Larger Programs,15,21723504.0,84.0,74.0,66.1,65.5,48.7,69.0,53.6,70.2,63.1,54.8,59.5,66.7,61.9,54.8,76.2,62.32,16791.0
78212,trinity university,Private,san antonio,TX,48,11.0,12044.0,1407.0,0.2816,0.796666666667,65774.0,22954.0,66445.0,58200.0,0.9172,9.0,95,TX,A,130600.0,2782,Urban,small,"Trinity University in San Antonio, TX, is a private university founded by the Presbyterian Church that offers students liberal arts and pre-professional programs. Undergraduates can choose from nearly 60 majors, with popular programs including business, social sciences and biomedical sciences. Students have access to specialized student-teacher collaboration with the university’s 9:1 student-to-faculty ratio. Of the more than 2,500 undergraduate students enrolled, Trinity’s incoming class of 2027 totaled just under 680 students, with an admit rate of less than 30%. The majority of students take part in undergraduate research or internships. More than half of Trinity students graduate debt free. As of 2023, Trinity’s endowment was $1.7 billion. One of the university’s most prestigious awards is the Trinity Tower Scholarship, which is an annual full-tuition award. Upon graduation, ​​98% of Trinity students were either employed or accepted to graduate school within six months. There are more than 115 student organizations, and a quarter of Trinity students are involved in fraternity and sorority life. More than 70% of students participate in club or intramural sports, and 25% of students participate in varsity athletics. In 2023, the Trinity Tigers accepted the invitation to become members of the Southern Collegiate Athletic Conference, competing at the Division III level. Campus traditions often involve studying for exams beside the school’s magic stones for good luck, weekly “Milk 'n' Cookies” hangouts, or celebrating birthdays by being dunked in the campus fountain.",trinity-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,22084133.0,99.0,99.0,75.0,75.0,78.3,73.3,71.7,76.7,56.7,65.0,71.7,73.3,59.3,48.1,64.8,68.38,23650.0
63501,truman state university,Public,kirksville,MO,29,33.0,7456.0,1249.0,0.7996,0.556906077348,23420.0,21000.0,48947.0,45600.0,0.8215,12.0,251,MO,,106800.0,4524,Rural,medium,"Truman State University is a public university in Kirksville, Missouri, named for U.S. president and Missouri native Harry Truman. Previously known as Northeast Missouri State University, the school was renamed Truman State in 1996. To honor its former names, the weathervane on the campus’s Kirk Memorial is welded to permanently face northeast. Truman offers more than 40 majors. Majors include agricultural science, cannabis and natural medicinals, communication disorders and music therapy.  The university is home to a human anatomy lab that exercise science and health science students have the opportunity to use. The lab includes human cadavers and an array of human organs and bones. Jenna Fischer, star of “The Office,” graduated from the university with a bachelor of arts in theater.",truman-state-university,Public,Master's Colleges & Universities: Medium Programs,13,6544296.0,100.0,100.0,76.5,67.6,53.9,61.8,77.5,74.5,57.8,60.8,69.6,71.6,66.7,66.7,66.7,67.05,12030.0
2155,tufts university,Private,medford,MA,25,21.0,13737.0,1513.0,0.1013,0.895027624309,84600.0,16250.0,70761.0,84800.0,0.9599,10.0,52,MA,B+,144400.0,15126,Suburban,large,"Tufts University has a New England campus that is located in the cities of Medford and Somerville, just minutes away from downtown Boston. After choosing from over 90 undergraduate majors that Tuft’s offers, about 98% of students are employed, in grad school, or in service within six months after graduation. The Tufts mascot, Jumbo the elephant, was named after a circus animal Jumbo who died after being hit by a train, and his ashes are located in a vase near the athletic department on campus. Researchers at the Friedman School of Nutrition Science and Policy try to tackle global food insecurity through methods of seaweed farming. While professors at the esteemed Fletcher School of Law and Diplomacy lead a multidisciplinary team of researchers to explore new ways to power ships for a more sustainable future with a smaller global carbon footprint. The Tufts Cannon, a campus landmark located between Goddard Chapel and Ballou Hall, is traditionally painted by students who wish to promote clubs and events, or send a message through activism. Noteworthy alumni include CEO of JPMorgan Chase James Dimon, chairman and executive vice president of the NFL’s NY Giants Steven Tisch, actor Rainn Wilson and actress Jessica Biel.  ",tufts-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,10,35148726.0,46.0,39.0,69.7,71.9,54.4,71.9,78.1,73.7,57.0,77.2,68.4,77.2,53.5,42.1,48.2,64.87,35435.0
